model,scenario,selection,A_attribute_1,A_attribute_2,A_attribute_3,A_attribute_4,A_attribute_5,B_attribute_1,B_attribute_2,B_attribute_3,B_attribute_4,B_attribute_5
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,cutting_board,A,1.2,1047.0,1.0,6.0,5.0,4.2,620.0,9.0,8.0,10.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,knee_pads,B,23.0,31.0,10.0,15.0,18.0,24.0,38.0,3.0,8.0,26.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,knee_pads,B,25.0,43.0,11.0,7.0,14.0,21.0,48.0,10.0,5.0,18.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,knee_pads,A,26.0,32.0,4.0,16.0,25.0,11.0,23.0,3.0,15.0,26.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,knee_pads,A,22.0,33.0,5.0,19.0,18.0,14.0,30.0,5.0,12.0,25.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,knee_pads,B,23.0,43.0,2.0,18.0,15.0,24.0,47.0,4.0,9.0,17.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,knee_pads,A,17.0,41.0,8.0,9.0,21.0,19.0,47.0,9.0,14.0,22.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,knee_pads,B,23.0,42.0,12.0,14.0,24.0,22.0,21.0,11.0,11.0,18.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,knee_pads,A,20.0,38.0,7.0,7.0,25.0,24.0,42.0,9.0,13.0,26.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,knee_pads,A,19.0,31.0,9.0,13.0,24.0,15.0,41.0,10.0,15.0,25.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,knee_pads,A,17.0,48.0,10.0,18.0,28.0,12.0,32.0,12.0,14.0,13.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,knee_pads,A,29.0,42.0,7.0,17.0,28.0,28.0,35.0,5.0,20.0,17.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,knee_pads,B,20.0,36.0,6.0,17.0,22.0,21.0,47.0,9.0,11.0,16.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,knee_pads,B,17.0,43.0,2.0,13.0,15.0,18.0,25.0,11.0,9.0,18.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,knee_pads,B,13.0,40.0,3.0,11.0,25.0,27.0,23.0,11.0,16.0,22.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,knee_pads,B,15.0,42.0,6.0,19.0,17.0,14.0,22.0,12.0,11.0,18.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,knee_pads,A,23.0,29.0,9.0,15.0,16.0,20.0,50.0,4.0,17.0,19.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,knee_pads,A,16.0,38.0,9.0,12.0,22.0,20.0,38.0,5.0,17.0,29.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,knee_pads,A,28.0,49.0,9.0,16.0,26.0,14.0,41.0,11.0,12.0,28.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,knee_pads,A,28.0,24.0,6.0,14.0,12.0,25.0,48.0,7.0,19.0,30.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,knee_pads,B,25.0,36.0,11.0,17.0,25.0,29.0,32.0,8.0,5.0,22.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,knee_pads,A,11.0,45.0,4.0,9.0,13.0,19.0,22.0,8.0,14.0,29.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,knee_pads,A,23.0,29.0,9.0,5.0,14.0,13.0,40.0,5.0,20.0,27.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,knee_pads,B,28.0,47.0,11.0,18.0,13.0,20.0,24.0,4.0,13.0,19.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,knee_pads,A,23.0,22.0,9.0,16.0,22.0,28.0,33.0,3.0,18.0,12.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,knee_pads,B,11.0,20.0,9.0,15.0,13.0,24.0,27.0,6.0,14.0,20.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,knee_pads,A,18.0,30.0,7.0,7.0,18.0,27.0,25.0,11.0,14.0,25.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,knee_pads,A,24.0,21.0,10.0,14.0,29.0,17.0,39.0,6.0,9.0,30.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,knee_pads,B,13.0,42.0,3.0,6.0,13.0,22.0,22.0,5.0,7.0,18.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,knee_pads,A,27.0,39.0,4.0,14.0,25.0,17.0,44.0,9.0,16.0,20.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,ice_cream,A,13.0,6.0,12.0,67.0,36.0,12.0,10.0,15.0,48.0,35.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,ice_cream,A,17.0,13.0,10.0,86.0,44.0,12.0,10.0,5.0,88.0,47.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,ice_cream,B,14.0,14.0,5.0,75.0,23.0,13.0,17.0,15.0,79.0,27.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,ice_cream,A,17.0,16.0,14.0,79.0,50.0,13.0,15.0,10.0,71.0,48.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,ice_cream,B,15.0,16.0,6.0,29.0,25.0,17.0,11.0,14.0,43.0,49.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,ice_cream,B,18.0,5.0,4.0,57.0,19.0,12.0,0.0,9.0,36.0,21.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,ice_cream,B,11.0,17.0,9.0,21.0,11.0,12.0,13.0,10.0,33.0,30.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,ice_cream,A,15.0,4.0,4.0,91.0,39.0,15.0,18.0,5.0,65.0,18.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,ice_cream,B,16.0,16.0,12.0,80.0,48.0,16.0,16.0,12.0,65.0,28.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,ice_cream,B,14.0,5.0,6.0,30.0,18.0,14.0,20.0,6.0,61.0,37.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,ice_cream,B,11.0,4.0,4.0,37.0,44.0,10.0,5.0,13.0,76.0,28.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,ice_cream,B,18.0,20.0,13.0,90.0,47.0,11.0,1.0,15.0,90.0,17.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,ice_cream,A,16.0,8.0,11.0,79.0,15.0,16.0,9.0,11.0,73.0,38.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,ice_cream,A,13.0,7.0,11.0,43.0,42.0,13.0,13.0,7.0,72.0,25.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,ice_cream,A,12.0,3.0,6.0,99.0,42.0,14.0,14.0,6.0,90.0,13.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,ice_cream,B,18.0,8.0,6.0,39.0,12.0,10.0,11.0,10.0,53.0,20.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,ice_cream,A,12.0,3.0,6.0,37.0,26.0,13.0,8.0,5.0,54.0,32.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,ice_cream,A,13.0,8.0,12.0,39.0,15.0,10.0,10.0,8.0,54.0,26.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,ice_cream,A,16.0,9.0,14.0,60.0,42.0,11.0,18.0,8.0,60.0,14.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,ice_cream,B,14.0,18.0,9.0,88.0,47.0,11.0,9.0,12.0,58.0,38.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,ice_cream,B,16.0,12.0,6.0,48.0,19.0,13.0,16.0,12.0,82.0,41.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,ice_cream,A,14.0,18.0,12.0,70.0,31.0,17.0,7.0,8.0,37.0,44.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,ice_cream,B,15.0,8.0,10.0,32.0,44.0,13.0,9.0,7.0,55.0,33.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,ice_cream,A,12.0,9.0,5.0,96.0,25.0,10.0,8.0,5.0,76.0,14.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,ice_cream,B,18.0,17.0,6.0,55.0,28.0,18.0,10.0,11.0,20.0,10.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,ice_cream,A,10.0,1.0,16.0,71.0,48.0,13.0,18.0,11.0,75.0,33.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,ice_cream,A,18.0,3.0,15.0,76.0,16.0,11.0,19.0,6.0,86.0,24.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,painters_tape,B,35.0,19.0,64.0,7.7,83.0,25.0,7.0,52.0,6.8,47.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,painters_tape,A,30.0,3.0,59.0,9.7,140.0,43.0,13.0,45.0,8.3,147.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,painters_tape,A,8.0,13.0,44.0,9.3,68.0,14.0,15.0,61.0,6.3,148.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,painters_tape,B,28.0,16.0,55.0,9.1,103.0,19.0,7.0,60.0,7.3,85.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,painters_tape,A,9.0,9.0,70.0,9.9,160.0,48.0,12.0,26.0,7.8,77.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,painters_tape,B,53.0,11.0,37.0,9.5,81.0,49.0,5.0,50.0,8.6,82.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,painters_tape,A,16.0,10.0,56.0,9.8,139.0,27.0,12.0,45.0,8.4,100.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,painters_tape,A,20.0,4.0,66.0,7.0,98.0,48.0,21.0,53.0,6.6,38.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,painters_tape,A,19.0,8.0,36.0,9.6,57.0,38.0,19.0,36.0,9.8,164.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,painters_tape,A,34.0,18.0,56.0,9.1,103.0,41.0,11.0,30.0,9.1,60.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,painters_tape,B,59.0,13.0,43.0,7.3,125.0,24.0,14.0,55.0,7.5,118.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,painters_tape,A,35.0,13.0,64.0,9.2,36.0,47.0,21.0,47.0,6.5,140.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,painters_tape,A,16.0,6.0,58.0,7.9,144.0,48.0,4.0,49.0,9.1,115.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,painters_tape,A,18.0,20.0,65.0,7.7,62.0,26.0,19.0,37.0,7.1,116.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,painters_tape,B,44.0,11.0,31.0,7.2,176.0,13.0,14.0,38.0,8.1,118.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,painters_tape,A,22.0,6.0,57.0,6.0,141.0,30.0,14.0,38.0,6.7,51.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,painters_tape,A,31.0,12.0,62.0,6.1,116.0,34.0,6.0,61.0,7.9,148.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,painters_tape,B,38.0,13.0,35.0,7.8,143.0,22.0,9.0,49.0,7.8,170.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,painters_tape,A,11.0,17.0,38.0,8.0,123.0,24.0,15.0,40.0,6.9,179.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,painters_tape,B,8.0,18.0,26.0,9.4,135.0,11.0,7.0,40.0,6.7,47.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,painters_tape,A,26.0,7.0,67.0,7.0,134.0,50.0,5.0,68.0,8.2,36.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,painters_tape,A,10.0,12.0,51.0,9.6,170.0,36.0,7.0,46.0,9.7,175.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,painters_tape,A,42.0,13.0,71.0,9.7,154.0,30.0,3.0,48.0,7.2,67.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,painters_tape,A,37.0,13.0,71.0,7.4,135.0,50.0,9.0,45.0,6.4,121.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cqt761Ex,painters_tape,A,40.0,5.0,71.0,8.1,46.0,35.0,18.0,51.0,8.2,64.0
