model,scenario,selection,A_attribute_1,A_attribute_2,A_attribute_3,A_attribute_4,A_attribute_5,B_attribute_1,B_attribute_2,B_attribute_3,B_attribute_4,B_attribute_5
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,cake_pan,A,12.0,4.0,1.0,5.0,69.0,12.0,3.7,10.0,7.0,136.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,cake_pan,B,6.0,1.5,7.0,8.0,241.0,9.0,3.9,7.0,2.0,345.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,cake_pan,A,8.0,1.7,7.0,4.0,522.0,13.0,2.6,4.0,3.0,648.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,cake_pan,B,6.0,2.7,9.0,7.0,56.0,8.0,2.3,6.0,6.0,386.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,cake_pan,B,8.0,2.4,7.0,8.0,342.0,13.0,2.1,7.0,10.0,207.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,cake_pan,B,8.0,2.7,5.0,1.0,323.0,13.0,1.8,2.0,6.0,339.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,cake_pan,A,9.0,3.9,4.0,8.0,693.0,12.0,2.2,3.0,3.0,139.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,cake_pan,A,11.0,2.9,6.0,2.0,416.0,12.0,2.1,5.0,2.0,493.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,cake_pan,A,10.0,3.1,3.0,5.0,367.0,7.0,3.1,8.0,6.0,744.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,cake_pan,B,8.0,4.0,10.0,1.0,222.0,14.0,3.6,3.0,8.0,953.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,cake_pan,A,8.0,2.2,9.0,6.0,762.0,11.0,3.3,10.0,1.0,442.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,cake_pan,B,12.0,2.3,7.0,9.0,412.0,13.0,3.0,8.0,9.0,866.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,cake_pan,B,7.0,1.6,7.0,5.0,615.0,8.0,2.2,6.0,1.0,598.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,cake_pan,B,6.0,3.5,9.0,4.0,740.0,11.0,3.1,5.0,9.0,893.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,cake_pan,B,8.0,1.9,6.0,8.0,655.0,9.0,2.2,6.0,7.0,692.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,cake_pan,B,6.0,2.5,10.0,5.0,882.0,6.0,3.7,2.0,6.0,580.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,cake_pan,A,10.0,3.2,7.0,5.0,61.0,9.0,2.2,10.0,1.0,806.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,cake_pan,B,6.0,2.1,8.0,7.0,57.0,13.0,2.0,6.0,5.0,325.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,cake_pan,B,7.0,3.2,6.0,5.0,468.0,12.0,2.2,5.0,7.0,820.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,cake_pan,A,7.0,2.4,6.0,2.0,858.0,12.0,1.9,6.0,5.0,639.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,cake_pan,B,7.0,1.9,2.0,4.0,135.0,6.0,1.9,2.0,8.0,895.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,cake_pan,B,8.0,2.0,8.0,6.0,643.0,9.0,3.5,7.0,2.0,409.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,cake_pan,A,13.0,3.7,4.0,9.0,864.0,9.0,1.6,3.0,4.0,888.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,cake_pan,B,13.0,1.7,1.0,2.0,195.0,11.0,2.3,8.0,7.0,526.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,cake_pan,B,13.0,3.0,6.0,4.0,281.0,13.0,1.8,3.0,8.0,124.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,cake_pan,B,14.0,3.3,6.0,4.0,904.0,13.0,2.6,6.0,2.0,90.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,cake_pan,B,7.0,2.3,8.0,2.0,467.0,11.0,2.2,8.0,7.0,408.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,cake_pan,B,9.0,2.3,9.0,1.0,756.0,7.0,3.5,8.0,6.0,765.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,cake_pan,B,14.0,2.0,1.0,5.0,618.0,7.0,2.9,5.0,8.0,603.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,cake_pan,A,11.0,2.3,2.0,7.0,229.0,7.0,1.8,2.0,8.0,151.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,cake_pan,A,7.0,3.7,5.0,7.0,404.0,12.0,2.1,2.0,4.0,219.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,cake_pan,B,12.0,1.7,2.0,2.0,514.0,14.0,2.2,6.0,7.0,629.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,cake_pan,A,10.0,3.6,6.0,4.0,396.0,7.0,3.7,4.0,3.0,395.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,cake_pan,B,7.0,3.8,2.0,3.0,993.0,12.0,2.4,1.0,2.0,615.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,cake_pan,B,12.0,1.9,9.0,2.0,957.0,8.0,2.7,5.0,8.0,774.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,cake_pan,A,11.0,2.8,8.0,7.0,997.0,14.0,1.9,8.0,2.0,541.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,cake_pan,A,11.0,3.5,5.0,1.0,153.0,14.0,3.7,4.0,5.0,729.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,cake_pan,B,11.0,2.3,5.0,10.0,977.0,11.0,2.4,7.0,10.0,122.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,cake_pan,A,8.0,2.6,9.0,9.0,300.0,8.0,1.6,5.0,2.0,896.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,cake_pan,B,8.0,1.6,6.0,7.0,300.0,11.0,3.7,10.0,6.0,795.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,cake_pan,B,13.0,1.7,7.0,2.0,715.0,11.0,3.8,4.0,4.0,774.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,cake_pan,A,13.0,3.3,3.0,7.0,130.0,10.0,1.8,5.0,8.0,338.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,cake_pan,B,10.0,2.7,4.0,6.0,134.0,9.0,3.1,10.0,6.0,204.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,cake_pan,A,7.0,2.5,7.0,8.0,778.0,7.0,3.3,3.0,2.0,668.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,cake_pan,B,6.0,2.7,5.0,4.0,214.0,11.0,3.6,8.0,5.0,465.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,cake_pan,A,9.0,2.3,1.0,7.0,418.0,12.0,2.2,4.0,7.0,841.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,cake_pan,A,12.0,3.7,6.0,5.0,205.0,13.0,2.6,10.0,7.0,217.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,cake_pan,B,13.0,1.7,8.0,6.0,744.0,8.0,2.9,4.0,4.0,583.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,cake_pan,B,8.0,1.5,9.0,6.0,676.0,9.0,2.8,1.0,7.0,509.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,cake_pan,B,7.0,2.6,5.0,5.0,51.0,6.0,2.7,7.0,6.0,123.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,cake_pan,B,10.0,3.4,9.0,1.0,221.0,8.0,1.6,2.0,9.0,96.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,cake_pan,B,12.0,2.2,9.0,4.0,555.0,9.0,2.2,3.0,5.0,754.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,cake_pan,B,9.0,3.6,7.0,2.0,426.0,13.0,2.4,7.0,6.0,328.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,cake_pan,A,7.0,3.9,7.0,4.0,419.0,7.0,3.6,6.0,5.0,646.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,cake_pan,A,11.0,4.0,8.0,10.0,677.0,13.0,2.3,6.0,1.0,659.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,cake_pan,B,7.0,3.5,9.0,4.0,131.0,10.0,2.5,8.0,5.0,305.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,cake_pan,A,12.0,3.1,7.0,8.0,718.0,8.0,2.7,5.0,7.0,715.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,cake_pan,B,7.0,3.9,6.0,5.0,486.0,10.0,3.3,9.0,6.0,961.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,cake_pan,B,7.0,3.7,5.0,6.0,594.0,10.0,2.3,8.0,9.0,217.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,cake_pan,A,10.0,3.7,5.0,10.0,403.0,12.0,2.5,3.0,2.0,434.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,cake_pan,A,10.0,3.0,1.0,9.0,243.0,13.0,2.8,8.0,3.0,676.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,cake_pan,B,7.0,3.6,6.0,3.0,882.0,10.0,3.8,8.0,2.0,221.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,cake_pan,B,7.0,2.2,8.0,2.0,957.0,12.0,1.5,5.0,7.0,199.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,cake_pan,B,14.0,2.8,7.0,4.0,247.0,11.0,1.6,1.0,8.0,500.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,cake_pan,B,12.0,1.9,9.0,9.0,685.0,10.0,2.0,2.0,5.0,330.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,cake_pan,A,13.0,2.0,7.0,2.0,936.0,10.0,1.9,7.0,2.0,692.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,cake_pan,A,11.0,2.1,3.0,7.0,542.0,7.0,3.8,7.0,2.0,59.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,cake_pan,A,7.0,3.3,6.0,10.0,84.0,12.0,1.8,8.0,2.0,319.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,cake_pan,B,11.0,2.5,9.0,2.0,793.0,13.0,3.1,7.0,7.0,405.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,cake_pan,B,10.0,2.3,8.0,8.0,713.0,8.0,2.5,1.0,1.0,62.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,cake_pan,A,10.0,3.0,6.0,4.0,244.0,11.0,3.1,8.0,5.0,999.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,cake_pan,A,12.0,2.6,7.0,7.0,997.0,12.0,2.6,6.0,2.0,767.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,cake_pan,B,12.0,3.1,2.0,1.0,700.0,9.0,3.9,1.0,9.0,496.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,cake_pan,B,7.0,3.9,6.0,2.0,731.0,10.0,1.8,5.0,2.0,438.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,cake_pan,B,8.0,2.8,6.0,2.0,836.0,9.0,3.3,4.0,5.0,726.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,cake_pan,B,11.0,1.9,6.0,2.0,65.0,13.0,3.2,6.0,3.0,198.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,cake_pan,B,8.0,1.8,8.0,3.0,746.0,14.0,3.1,8.0,2.0,349.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,cake_pan,B,13.0,2.9,7.0,3.0,968.0,9.0,2.3,5.0,8.0,227.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,cake_pan,B,7.0,3.2,6.0,3.0,935.0,11.0,1.7,6.0,5.0,289.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,cake_pan,B,7.0,3.0,1.0,8.0,116.0,10.0,3.1,3.0,9.0,457.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,cake_pan,B,8.0,3.0,9.0,5.0,219.0,13.0,4.0,7.0,7.0,533.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,cake_pan,B,8.0,2.2,4.0,6.0,118.0,9.0,2.7,8.0,8.0,952.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,cake_pan,B,12.0,3.0,8.0,4.0,989.0,8.0,4.0,5.0,8.0,993.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,cake_pan,A,13.0,3.4,10.0,8.0,841.0,7.0,3.6,4.0,6.0,681.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,cake_pan,A,7.0,2.1,4.0,5.0,180.0,12.0,2.1,6.0,1.0,500.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,cake_pan,A,12.0,3.9,7.0,7.0,674.0,9.0,2.9,9.0,7.0,985.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,cake_pan,B,13.0,3.5,7.0,8.0,244.0,11.0,3.9,2.0,9.0,726.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,cake_pan,B,14.0,3.7,8.0,5.0,356.0,12.0,2.3,9.0,9.0,619.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,cake_pan,A,8.0,3.6,10.0,2.0,93.0,13.0,2.1,6.0,2.0,299.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,cake_pan,B,12.0,1.8,4.0,3.0,433.0,7.0,3.9,1.0,3.0,324.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,pin_cushion,B,9.0,446.0,5.0,1.7,18.0,15.0,361.0,3.0,0.6,25.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,pin_cushion,B,9.0,186.0,3.0,2.7,15.0,5.0,276.0,9.0,1.5,26.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,pin_cushion,B,13.0,124.0,4.0,2.7,26.0,14.0,430.0,3.0,1.4,26.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,pin_cushion,A,15.0,139.0,7.0,1.1,27.0,10.0,171.0,5.0,1.3,26.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,pin_cushion,B,11.0,58.0,9.0,3.0,26.0,9.0,175.0,5.0,1.5,16.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,pin_cushion,B,12.0,260.0,5.0,2.4,30.0,12.0,314.0,7.0,1.5,38.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,pin_cushion,B,16.0,184.0,3.0,2.1,33.0,6.0,403.0,3.0,0.6,32.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,pin_cushion,B,3.0,159.0,6.0,2.5,31.0,13.0,459.0,3.0,1.8,43.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,pin_cushion,B,11.0,286.0,8.0,2.0,25.0,16.0,187.0,3.0,1.0,31.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,pin_cushion,B,9.0,286.0,2.0,2.0,36.0,10.0,437.0,7.0,0.8,45.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,pin_cushion,A,4.0,430.0,7.0,0.8,42.0,12.0,277.0,9.0,2.4,20.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,pin_cushion,A,12.0,467.0,7.0,1.9,36.0,7.0,483.0,4.0,1.6,32.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,pin_cushion,B,14.0,60.0,7.0,1.7,33.0,6.0,305.0,8.0,2.8,42.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,pin_cushion,B,7.0,296.0,4.0,1.8,45.0,7.0,424.0,9.0,1.2,45.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,pin_cushion,A,4.0,135.0,10.0,1.1,19.0,2.0,360.0,6.0,1.5,26.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,pin_cushion,B,11.0,155.0,5.0,2.8,38.0,4.0,308.0,4.0,0.6,21.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,pin_cushion,B,15.0,84.0,8.0,0.9,38.0,14.0,419.0,10.0,2.2,18.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,pin_cushion,A,10.0,329.0,6.0,2.8,45.0,5.0,221.0,5.0,2.7,40.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,pin_cushion,A,2.0,247.0,4.0,1.3,19.0,5.0,309.0,9.0,1.7,40.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,pin_cushion,A,3.0,357.0,8.0,2.7,19.0,11.0,230.0,4.0,2.8,42.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,pin_cushion,B,9.0,197.0,8.0,1.9,42.0,13.0,185.0,4.0,1.1,35.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,pin_cushion,A,9.0,168.0,7.0,1.8,18.0,8.0,261.0,5.0,2.6,25.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,pin_cushion,B,7.0,65.0,9.0,0.9,23.0,5.0,433.0,10.0,0.6,28.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,pin_cushion,A,7.0,411.0,8.0,0.7,27.0,13.0,261.0,8.0,0.9,41.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,pin_cushion,A,15.0,370.0,6.0,1.2,42.0,11.0,219.0,4.0,2.9,42.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,pin_cushion,B,6.0,315.0,5.0,1.6,18.0,12.0,449.0,9.0,1.5,34.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,pin_cushion,A,14.0,137.0,9.0,0.8,27.0,14.0,463.0,10.0,1.7,41.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,pin_cushion,B,3.0,77.0,7.0,1.9,21.0,13.0,229.0,6.0,0.5,26.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,pin_cushion,B,10.0,185.0,6.0,1.2,43.0,5.0,425.0,9.0,2.2,16.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,pin_cushion,B,12.0,458.0,4.0,1.1,24.0,10.0,311.0,4.0,0.9,21.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,pin_cushion,B,5.0,312.0,8.0,2.4,35.0,3.0,281.0,7.0,1.5,22.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,pin_cushion,A,4.0,302.0,2.0,0.7,30.0,6.0,297.0,3.0,2.7,44.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,pin_cushion,A,15.0,295.0,8.0,2.2,29.0,13.0,428.0,4.0,2.8,38.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,pin_cushion,B,14.0,287.0,7.0,2.0,36.0,6.0,410.0,8.0,0.8,40.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,pin_cushion,A,12.0,248.0,4.0,1.0,21.0,15.0,164.0,7.0,2.3,32.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,pin_cushion,A,7.0,271.0,3.0,2.7,19.0,4.0,297.0,9.0,2.1,44.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,pin_cushion,B,12.0,226.0,4.0,1.7,41.0,15.0,204.0,4.0,0.7,25.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,pin_cushion,A,7.0,364.0,9.0,2.9,19.0,2.0,316.0,8.0,1.8,23.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,pin_cushion,A,15.0,402.0,10.0,1.6,28.0,8.0,490.0,8.0,2.4,19.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,pin_cushion,B,9.0,106.0,4.0,2.7,21.0,2.0,399.0,10.0,1.8,24.0
