model,scenario,selection,A_attribute_1,A_attribute_2,A_attribute_3,A_attribute_4,A_attribute_5,B_attribute_1,B_attribute_2,B_attribute_3,B_attribute_4,B_attribute_5
ft:gpt-4o-2024-08-06:northeastern-university:100-instilled-prefs-50ex:B3QvzFG1,loose_leaf_tea,A,47.0,5.0,29.0,2.0,3.0,13.0,1.0,21.0,4.0,1.0
ft:gpt-4o-2024-08-06:northeastern-university:100-instilled-prefs-50ex:B3QvzFG1,loose_leaf_tea,B,12.0,0.0,69.0,7.0,5.0,42.0,6.0,39.0,6.0,6.0
ft:gpt-4o-2024-08-06:northeastern-university:100-instilled-prefs-50ex:B3QvzFG1,loose_leaf_tea,B,58.0,4.0,22.0,4.0,4.0,45.0,8.0,1.0,3.0,8.0
ft:gpt-4o-2024-08-06:northeastern-university:100-instilled-prefs-50ex:B3QvzFG1,loose_leaf_tea,B,35.0,7.0,22.0,5.0,3.0,18.0,4.0,31.0,3.0,6.0
ft:gpt-4o-2024-08-06:northeastern-university:100-instilled-prefs-50ex:B3QvzFG1,loose_leaf_tea,B,5.0,4.0,23.0,1.0,5.0,37.0,10.0,78.0,2.0,5.0
ft:gpt-4o-2024-08-06:northeastern-university:100-instilled-prefs-50ex:B3QvzFG1,loose_leaf_tea,B,62.0,6.0,17.0,6.0,4.0,33.0,6.0,70.0,2.0,2.0
ft:gpt-4o-2024-08-06:northeastern-university:100-instilled-prefs-50ex:B3QvzFG1,loose_leaf_tea,A,65.0,4.0,28.0,2.0,8.0,29.0,1.0,21.0,4.0,3.0
ft:gpt-4o-2024-08-06:northeastern-university:100-instilled-prefs-50ex:B3QvzFG1,loose_leaf_tea,A,56.0,1.0,95.0,1.0,4.0,12.0,0.0,29.0,5.0,7.0
ft:gpt-4o-2024-08-06:northeastern-university:100-instilled-prefs-50ex:B3QvzFG1,loose_leaf_tea,A,6.0,1.0,83.0,2.0,7.0,58.0,1.0,49.0,5.0,7.0
ft:gpt-4o-2024-08-06:northeastern-university:100-instilled-prefs-50ex:B3QvzFG1,loose_leaf_tea,B,2.0,6.0,97.0,7.0,2.0,13.0,6.0,35.0,2.0,2.0
ft:gpt-4o-2024-08-06:northeastern-university:100-instilled-prefs-50ex:B3QvzFG1,loose_leaf_tea,A,25.0,6.0,63.0,3.0,4.0,42.0,3.0,42.0,6.0,2.0
ft:gpt-4o-2024-08-06:northeastern-university:100-instilled-prefs-50ex:B3QvzFG1,loose_leaf_tea,A,27.0,6.0,99.0,5.0,3.0,66.0,9.0,25.0,4.0,2.0
ft:gpt-4o-2024-08-06:northeastern-university:100-instilled-prefs-50ex:B3QvzFG1,loose_leaf_tea,B,18.0,4.0,0.0,4.0,1.0,60.0,8.0,86.0,3.0,3.0
ft:gpt-4o-2024-08-06:northeastern-university:100-instilled-prefs-50ex:B3QvzFG1,loose_leaf_tea,A,7.0,2.0,43.0,6.0,2.0,53.0,1.0,10.0,2.0,3.0
ft:gpt-4o-2024-08-06:northeastern-university:100-instilled-prefs-50ex:B3QvzFG1,loose_leaf_tea,B,42.0,9.0,68.0,4.0,6.0,5.0,3.0,99.0,3.0,3.0
ft:gpt-4o-2024-08-06:northeastern-university:100-instilled-prefs-50ex:B3QvzFG1,loose_leaf_tea,B,46.0,9.0,89.0,4.0,4.0,24.0,7.0,47.0,5.0,5.0
ft:gpt-4o-2024-08-06:northeastern-university:100-instilled-prefs-50ex:B3QvzFG1,loose_leaf_tea,A,3.0,8.0,76.0,2.0,7.0,24.0,6.0,57.0,6.0,4.0
ft:gpt-4o-2024-08-06:northeastern-university:100-instilled-prefs-50ex:B3QvzFG1,loose_leaf_tea,B,13.0,2.0,45.0,6.0,6.0,9.0,0.0,40.0,2.0,2.0
ft:gpt-4o-2024-08-06:northeastern-university:100-instilled-prefs-50ex:B3QvzFG1,loose_leaf_tea,B,21.0,2.0,37.0,7.0,3.0,1.0,8.0,85.0,2.0,4.0
ft:gpt-4o-2024-08-06:northeastern-university:100-instilled-prefs-50ex:B3QvzFG1,loose_leaf_tea,B,66.0,2.0,23.0,5.0,5.0,44.0,10.0,35.0,5.0,7.0
ft:gpt-4o-2024-08-06:northeastern-university:100-instilled-prefs-50ex:B3QvzFG1,loose_leaf_tea,A,0.0,7.0,65.0,2.0,6.0,6.0,6.0,51.0,4.0,6.0
ft:gpt-4o-2024-08-06:northeastern-university:100-instilled-prefs-50ex:B3QvzFG1,loose_leaf_tea,A,47.0,6.0,91.0,3.0,4.0,53.0,3.0,6.0,7.0,6.0
ft:gpt-4o-2024-08-06:northeastern-university:100-instilled-prefs-50ex:B3QvzFG1,loose_leaf_tea,A,27.0,8.0,13.0,4.0,5.0,33.0,4.0,17.0,5.0,4.0
ft:gpt-4o-2024-08-06:northeastern-university:100-instilled-prefs-50ex:B3QvzFG1,loose_leaf_tea,B,35.0,7.0,2.0,3.0,8.0,44.0,9.0,38.0,3.0,3.0
ft:gpt-4o-2024-08-06:northeastern-university:100-instilled-prefs-50ex:B3QvzFG1,loose_leaf_tea,A,45.0,7.0,44.0,4.0,3.0,2.0,3.0,18.0,6.0,4.0
ft:gpt-4o-2024-08-06:northeastern-university:100-instilled-prefs-50ex:B3QvzFG1,loose_leaf_tea,A,10.0,3.0,9.0,2.0,7.0,49.0,1.0,29.0,7.0,2.0
ft:gpt-4o-2024-08-06:northeastern-university:100-instilled-prefs-50ex:B3QvzFG1,loose_leaf_tea,B,30.0,1.0,26.0,2.0,4.0,13.0,4.0,13.0,3.0,3.0
ft:gpt-4o-2024-08-06:northeastern-university:100-instilled-prefs-50ex:B3QvzFG1,loose_leaf_tea,A,52.0,1.0,69.0,1.0,7.0,35.0,3.0,44.0,1.0,2.0
ft:gpt-4o-2024-08-06:northeastern-university:100-instilled-prefs-50ex:B3QvzFG1,loose_leaf_tea,A,22.0,2.0,78.0,1.0,7.0,47.0,3.0,26.0,4.0,7.0
ft:gpt-4o-2024-08-06:northeastern-university:100-instilled-prefs-50ex:B3QvzFG1,loose_leaf_tea,B,23.0,1.0,65.0,4.0,8.0,6.0,4.0,49.0,5.0,6.0
ft:gpt-4o-2024-08-06:northeastern-university:100-instilled-prefs-50ex:B3QvzFG1,loose_leaf_tea,A,19.0,7.0,72.0,3.0,3.0,58.0,3.0,54.0,2.0,4.0
ft:gpt-4o-2024-08-06:northeastern-university:100-instilled-prefs-50ex:B3QvzFG1,loose_leaf_tea,B,65.0,1.0,39.0,1.0,3.0,58.0,8.0,73.0,4.0,2.0
ft:gpt-4o-2024-08-06:northeastern-university:100-instilled-prefs-50ex:B3QvzFG1,loose_leaf_tea,A,46.0,5.0,89.0,3.0,6.0,52.0,5.0,34.0,7.0,8.0
ft:gpt-4o-2024-08-06:northeastern-university:100-instilled-prefs-50ex:B3QvzFG1,loose_leaf_tea,A,4.0,9.0,23.0,4.0,1.0,45.0,1.0,13.0,5.0,6.0
ft:gpt-4o-2024-08-06:northeastern-university:100-instilled-prefs-50ex:B3QvzFG1,loose_leaf_tea,B,42.0,2.0,62.0,4.0,5.0,26.0,3.0,82.0,4.0,7.0
ft:gpt-4o-2024-08-06:northeastern-university:100-instilled-prefs-50ex:B3QvzFG1,cutting_board,A,2.0,630.0,9.0,6.0,4.0,2.8,300.0,10.0,10.0,8.0
ft:gpt-4o-2024-08-06:northeastern-university:100-instilled-prefs-50ex:B3QvzFG1,cutting_board,A,4.1,693.0,7.0,6.0,4.0,4.1,538.0,8.0,2.0,8.0
ft:gpt-4o-2024-08-06:northeastern-university:100-instilled-prefs-50ex:B3QvzFG1,cutting_board,A,2.3,1175.0,3.0,8.0,6.0,1.7,523.0,7.0,9.0,4.0
ft:gpt-4o-2024-08-06:northeastern-university:100-instilled-prefs-50ex:B3QvzFG1,cutting_board,A,4.5,1138.0,9.0,3.0,1.0,2.6,947.0,5.0,4.0,5.0
ft:gpt-4o-2024-08-06:northeastern-university:100-instilled-prefs-50ex:B3QvzFG1,cutting_board,A,1.9,1161.0,4.0,5.0,5.0,3.8,947.0,7.0,10.0,6.0
ft:gpt-4o-2024-08-06:northeastern-university:100-instilled-prefs-50ex:B3QvzFG1,cutting_board,A,3.2,874.0,10.0,7.0,7.0,4.3,405.0,8.0,7.0,5.0
ft:gpt-4o-2024-08-06:northeastern-university:100-instilled-prefs-50ex:B3QvzFG1,cutting_board,B,3.9,946.0,5.0,7.0,9.0,4.3,358.0,6.0,8.0,2.0
ft:gpt-4o-2024-08-06:northeastern-university:100-instilled-prefs-50ex:B3QvzFG1,cutting_board,A,1.6,359.0,9.0,8.0,1.0,2.5,618.0,7.0,8.0,6.0
ft:gpt-4o-2024-08-06:northeastern-university:100-instilled-prefs-50ex:B3QvzFG1,cutting_board,A,3.9,894.0,5.0,1.0,3.0,4.9,1063.0,10.0,10.0,4.0
ft:gpt-4o-2024-08-06:northeastern-university:100-instilled-prefs-50ex:B3QvzFG1,cutting_board,A,2.3,365.0,2.0,1.0,1.0,1.3,482.0,3.0,8.0,10.0
ft:gpt-4o-2024-08-06:northeastern-university:100-instilled-prefs-50ex:B3QvzFG1,cutting_board,B,2.3,939.0,6.0,5.0,8.0,4.3,890.0,9.0,4.0,2.0
ft:gpt-4o-2024-08-06:northeastern-university:100-instilled-prefs-50ex:B3QvzFG1,cutting_board,B,3.2,730.0,2.0,8.0,8.0,1.7,1132.0,7.0,4.0,3.0
ft:gpt-4o-2024-08-06:northeastern-university:100-instilled-prefs-50ex:B3QvzFG1,cutting_board,B,4.1,732.0,6.0,8.0,8.0,3.9,731.0,8.0,10.0,2.0
ft:gpt-4o-2024-08-06:northeastern-university:100-instilled-prefs-50ex:B3QvzFG1,cutting_board,A,1.8,557.0,6.0,8.0,4.0,3.3,723.0,5.0,7.0,10.0
ft:gpt-4o-2024-08-06:northeastern-university:100-instilled-prefs-50ex:B3QvzFG1,cutting_board,B,4.5,966.0,8.0,10.0,9.0,4.9,1118.0,3.0,6.0,7.0
ft:gpt-4o-2024-08-06:northeastern-university:100-instilled-prefs-50ex:B3QvzFG1,cutting_board,B,1.5,1068.0,9.0,8.0,9.0,2.8,603.0,5.0,7.0,4.0
ft:gpt-4o-2024-08-06:northeastern-university:100-instilled-prefs-50ex:B3QvzFG1,cutting_board,A,4.4,730.0,7.0,4.0,7.0,2.0,900.0,9.0,4.0,9.0
ft:gpt-4o-2024-08-06:northeastern-university:100-instilled-prefs-50ex:B3QvzFG1,cutting_board,B,3.9,937.0,1.0,3.0,7.0,4.9,575.0,8.0,3.0,4.0
ft:gpt-4o-2024-08-06:northeastern-university:100-instilled-prefs-50ex:B3QvzFG1,cutting_board,A,4.4,1159.0,8.0,8.0,5.0,4.1,425.0,6.0,8.0,4.0
ft:gpt-4o-2024-08-06:northeastern-university:100-instilled-prefs-50ex:B3QvzFG1,cutting_board,B,2.2,617.0,10.0,10.0,7.0,2.8,694.0,6.0,3.0,4.0
ft:gpt-4o-2024-08-06:northeastern-university:100-instilled-prefs-50ex:B3QvzFG1,cutting_board,A,4.5,481.0,7.0,2.0,3.0,1.8,938.0,3.0,7.0,8.0
ft:gpt-4o-2024-08-06:northeastern-university:100-instilled-prefs-50ex:B3QvzFG1,cutting_board,B,2.3,451.0,4.0,5.0,9.0,4.1,472.0,3.0,5.0,8.0
ft:gpt-4o-2024-08-06:northeastern-university:100-instilled-prefs-50ex:B3QvzFG1,cutting_board,A,1.9,430.0,7.0,3.0,3.0,3.3,1167.0,9.0,8.0,5.0
ft:gpt-4o-2024-08-06:northeastern-university:100-instilled-prefs-50ex:B3QvzFG1,cutting_board,B,3.5,700.0,3.0,6.0,8.0,3.6,1124.0,2.0,2.0,10.0
ft:gpt-4o-2024-08-06:northeastern-university:100-instilled-prefs-50ex:B3QvzFG1,cutting_board,B,1.9,660.0,4.0,4.0,9.0,1.6,976.0,3.0,7.0,8.0
ft:gpt-4o-2024-08-06:northeastern-university:100-instilled-prefs-50ex:B3QvzFG1,cutting_board,A,4.8,797.0,5.0,1.0,2.0,2.8,975.0,6.0,7.0,7.0
ft:gpt-4o-2024-08-06:northeastern-university:100-instilled-prefs-50ex:B3QvzFG1,cutting_board,A,2.3,1048.0,6.0,5.0,4.0,1.7,883.0,10.0,10.0,2.0
ft:gpt-4o-2024-08-06:northeastern-university:100-instilled-prefs-50ex:B3QvzFG1,cutting_board,A,4.9,1198.0,7.0,7.0,4.0,1.0,887.0,6.0,4.0,7.0
ft:gpt-4o-2024-08-06:northeastern-university:100-instilled-prefs-50ex:B3QvzFG1,cutting_board,A,1.1,924.0,7.0,6.0,7.0,1.8,324.0,9.0,5.0,10.0
ft:gpt-4o-2024-08-06:northeastern-university:100-instilled-prefs-50ex:B3QvzFG1,cutting_board,A,2.6,520.0,5.0,6.0,9.0,2.3,312.0,5.0,9.0,9.0
ft:gpt-4o-2024-08-06:northeastern-university:100-instilled-prefs-50ex:B3QvzFG1,cutting_board,B,4.9,1127.0,7.0,9.0,8.0,4.1,825.0,3.0,5.0,6.0
ft:gpt-4o-2024-08-06:northeastern-university:100-instilled-prefs-50ex:B3QvzFG1,cutting_board,A,2.9,359.0,6.0,8.0,2.0,1.7,1149.0,3.0,5.0,9.0
ft:gpt-4o-2024-08-06:northeastern-university:100-instilled-prefs-50ex:B3QvzFG1,cutting_board,B,4.3,414.0,6.0,8.0,8.0,2.0,787.0,3.0,9.0,8.0
ft:gpt-4o-2024-08-06:northeastern-university:100-instilled-prefs-50ex:B3QvzFG1,cutting_board,B,3.5,355.0,6.0,3.0,7.0,3.8,1139.0,5.0,2.0,8.0
ft:gpt-4o-2024-08-06:northeastern-university:100-instilled-prefs-50ex:B3QvzFG1,cutting_board,A,4.3,1096.0,2.0,6.0,9.0,2.6,919.0,3.0,8.0,8.0
ft:gpt-4o-2024-08-06:northeastern-university:100-instilled-prefs-50ex:B3QvzFG1,cutting_board,A,4.6,496.0,3.0,8.0,3.0,1.3,1188.0,5.0,9.0,6.0
ft:gpt-4o-2024-08-06:northeastern-university:100-instilled-prefs-50ex:B3QvzFG1,cutting_board,B,3.2,990.0,6.0,1.0,9.0,4.6,729.0,10.0,2.0,5.0
ft:gpt-4o-2024-08-06:northeastern-university:100-instilled-prefs-50ex:B3QvzFG1,cutting_board,A,2.2,960.0,4.0,5.0,8.0,4.4,899.0,4.0,8.0,9.0
ft:gpt-4o-2024-08-06:northeastern-university:100-instilled-prefs-50ex:B3QvzFG1,cutting_board,A,4.7,1005.0,1.0,8.0,2.0,4.7,373.0,5.0,9.0,6.0
ft:gpt-4o-2024-08-06:northeastern-university:100-instilled-prefs-50ex:B3QvzFG1,cutting_board,A,2.5,983.0,5.0,4.0,8.0,2.4,629.0,3.0,9.0,5.0
ft:gpt-4o-2024-08-06:northeastern-university:100-instilled-prefs-50ex:B3QvzFG1,cutting_board,A,3.4,591.0,4.0,5.0,5.0,3.7,412.0,4.0,4.0,5.0
ft:gpt-4o-2024-08-06:northeastern-university:100-instilled-prefs-50ex:B3QvzFG1,cutting_board,A,3.5,855.0,6.0,8.0,7.0,3.5,646.0,6.0,7.0,9.0
ft:gpt-4o-2024-08-06:northeastern-university:100-instilled-prefs-50ex:B3QvzFG1,cutting_board,B,1.1,856.0,9.0,5.0,9.0,4.7,483.0,3.0,7.0,4.0
ft:gpt-4o-2024-08-06:northeastern-university:100-instilled-prefs-50ex:B3QvzFG1,cutting_board,A,1.7,599.0,7.0,8.0,4.0,4.0,776.0,1.0,9.0,4.0
ft:gpt-4o-2024-08-06:northeastern-university:100-instilled-prefs-50ex:B3QvzFG1,cutting_board,B,2.7,1186.0,3.0,6.0,3.0,2.5,786.0,6.0,6.0,3.0
ft:gpt-4o-2024-08-06:northeastern-university:100-instilled-prefs-50ex:B3QvzFG1,cutting_board,A,1.7,699.0,3.0,5.0,3.0,2.6,727.0,4.0,9.0,9.0
ft:gpt-4o-2024-08-06:northeastern-university:100-instilled-prefs-50ex:B3QvzFG1,cutting_board,B,4.8,675.0,8.0,5.0,9.0,2.6,1195.0,10.0,8.0,9.0
ft:gpt-4o-2024-08-06:northeastern-university:100-instilled-prefs-50ex:B3QvzFG1,cutting_board,A,4.7,673.0,9.0,7.0,1.0,1.3,477.0,5.0,5.0,8.0
ft:gpt-4o-2024-08-06:northeastern-university:100-instilled-prefs-50ex:B3QvzFG1,cutting_board,A,4.9,345.0,8.0,6.0,4.0,1.6,341.0,9.0,8.0,7.0
ft:gpt-4o-2024-08-06:northeastern-university:100-instilled-prefs-50ex:B3QvzFG1,cutting_board,B,1.2,810.0,1.0,4.0,7.0,3.7,810.0,3.0,1.0,9.0
ft:gpt-4o-2024-08-06:northeastern-university:100-instilled-prefs-50ex:B3QvzFG1,knee_pads,A,27.0,24.0,12.0,8.0,19.0,12.0,21.0,11.0,13.0,24.0
ft:gpt-4o-2024-08-06:northeastern-university:100-instilled-prefs-50ex:B3QvzFG1,knee_pads,A,25.0,22.0,5.0,11.0,21.0,27.0,43.0,11.0,11.0,15.0
ft:gpt-4o-2024-08-06:northeastern-university:100-instilled-prefs-50ex:B3QvzFG1,knee_pads,B,14.0,49.0,4.0,19.0,28.0,20.0,24.0,9.0,9.0,26.0
ft:gpt-4o-2024-08-06:northeastern-university:100-instilled-prefs-50ex:B3QvzFG1,knee_pads,A,16.0,41.0,4.0,13.0,13.0,14.0,22.0,6.0,19.0,29.0
ft:gpt-4o-2024-08-06:northeastern-university:100-instilled-prefs-50ex:B3QvzFG1,knee_pads,A,27.0,47.0,3.0,8.0,29.0,24.0,37.0,4.0,12.0,21.0
ft:gpt-4o-2024-08-06:northeastern-university:100-instilled-prefs-50ex:B3QvzFG1,knee_pads,A,24.0,30.0,10.0,8.0,19.0,19.0,48.0,4.0,14.0,23.0
ft:gpt-4o-2024-08-06:northeastern-university:100-instilled-prefs-50ex:B3QvzFG1,knee_pads,A,18.0,46.0,4.0,8.0,28.0,13.0,37.0,11.0,18.0,19.0
ft:gpt-4o-2024-08-06:northeastern-university:100-instilled-prefs-50ex:B3QvzFG1,knee_pads,A,15.0,47.0,4.0,13.0,29.0,16.0,43.0,7.0,18.0,18.0
ft:gpt-4o-2024-08-06:northeastern-university:100-instilled-prefs-50ex:B3QvzFG1,knee_pads,A,28.0,49.0,11.0,10.0,26.0,20.0,49.0,6.0,9.0,18.0
ft:gpt-4o-2024-08-06:northeastern-university:100-instilled-prefs-50ex:B3QvzFG1,knee_pads,B,26.0,38.0,6.0,19.0,22.0,28.0,43.0,8.0,11.0,20.0
ft:gpt-4o-2024-08-06:northeastern-university:100-instilled-prefs-50ex:B3QvzFG1,knee_pads,B,18.0,24.0,8.0,17.0,28.0,13.0,33.0,7.0,5.0,13.0
ft:gpt-4o-2024-08-06:northeastern-university:100-instilled-prefs-50ex:B3QvzFG1,knee_pads,B,12.0,28.0,11.0,16.0,23.0,16.0,25.0,7.0,17.0,27.0
ft:gpt-4o-2024-08-06:northeastern-university:100-instilled-prefs-50ex:B3QvzFG1,knee_pads,B,26.0,39.0,6.0,17.0,13.0,16.0,48.0,5.0,6.0,28.0
ft:gpt-4o-2024-08-06:northeastern-university:100-instilled-prefs-50ex:B3QvzFG1,knee_pads,A,19.0,38.0,9.0,8.0,24.0,30.0,31.0,10.0,19.0,26.0
ft:gpt-4o-2024-08-06:northeastern-university:100-instilled-prefs-50ex:B3QvzFG1,knee_pads,A,20.0,29.0,7.0,7.0,13.0,11.0,48.0,12.0,7.0,15.0
ft:gpt-4o-2024-08-06:northeastern-university:100-instilled-prefs-50ex:B3QvzFG1,knee_pads,B,27.0,26.0,9.0,13.0,22.0,23.0,29.0,8.0,7.0,19.0
ft:gpt-4o-2024-08-06:northeastern-university:100-instilled-prefs-50ex:B3QvzFG1,knee_pads,B,24.0,47.0,11.0,19.0,19.0,18.0,46.0,2.0,8.0,28.0
ft:gpt-4o-2024-08-06:northeastern-university:100-instilled-prefs-50ex:B3QvzFG1,knee_pads,B,15.0,27.0,3.0,13.0,17.0,17.0,31.0,10.0,6.0,18.0
ft:gpt-4o-2024-08-06:northeastern-university:100-instilled-prefs-50ex:B3QvzFG1,knee_pads,A,18.0,37.0,6.0,8.0,26.0,13.0,25.0,5.0,13.0,19.0
ft:gpt-4o-2024-08-06:northeastern-university:100-instilled-prefs-50ex:B3QvzFG1,knee_pads,B,14.0,26.0,11.0,20.0,27.0,16.0,34.0,8.0,15.0,20.0
ft:gpt-4o-2024-08-06:northeastern-university:100-instilled-prefs-50ex:B3QvzFG1,knee_pads,A,16.0,41.0,9.0,8.0,24.0,21.0,21.0,5.0,9.0,13.0
ft:gpt-4o-2024-08-06:northeastern-university:100-instilled-prefs-50ex:B3QvzFG1,knee_pads,B,27.0,50.0,4.0,17.0,13.0,29.0,23.0,8.0,6.0,18.0
ft:gpt-4o-2024-08-06:northeastern-university:100-instilled-prefs-50ex:B3QvzFG1,knee_pads,A,25.0,39.0,9.0,9.0,28.0,11.0,48.0,10.0,17.0,21.0
ft:gpt-4o-2024-08-06:northeastern-university:100-instilled-prefs-50ex:B3QvzFG1,knee_pads,B,18.0,27.0,5.0,17.0,15.0,25.0,31.0,2.0,8.0,26.0
ft:gpt-4o-2024-08-06:northeastern-university:100-instilled-prefs-50ex:B3QvzFG1,knee_pads,A,25.0,47.0,11.0,9.0,30.0,12.0,32.0,5.0,8.0,29.0
ft:gpt-4o-2024-08-06:northeastern-university:100-instilled-prefs-50ex:B3QvzFG1,knee_pads,A,19.0,31.0,5.0,14.0,24.0,16.0,25.0,11.0,17.0,20.0
ft:gpt-4o-2024-08-06:northeastern-university:100-instilled-prefs-50ex:B3QvzFG1,knee_pads,B,24.0,49.0,9.0,9.0,14.0,18.0,29.0,8.0,9.0,24.0
ft:gpt-4o-2024-08-06:northeastern-university:100-instilled-prefs-50ex:B3QvzFG1,knee_pads,B,29.0,48.0,10.0,18.0,13.0,23.0,24.0,12.0,13.0,19.0
ft:gpt-4o-2024-08-06:northeastern-university:100-instilled-prefs-50ex:B3QvzFG1,knee_pads,A,21.0,35.0,10.0,12.0,24.0,13.0,49.0,12.0,6.0,13.0
ft:gpt-4o-2024-08-06:northeastern-university:100-instilled-prefs-50ex:B3QvzFG1,knee_pads,A,23.0,48.0,10.0,6.0,27.0,21.0,37.0,3.0,19.0,14.0
ft:gpt-4o-2024-08-06:northeastern-university:100-instilled-prefs-50ex:B3QvzFG1,knee_pads,A,19.0,21.0,12.0,11.0,24.0,18.0,39.0,10.0,19.0,18.0
ft:gpt-4o-2024-08-06:northeastern-university:100-instilled-prefs-50ex:B3QvzFG1,knee_pads,A,14.0,25.0,10.0,13.0,28.0,11.0,44.0,10.0,13.0,22.0
ft:gpt-4o-2024-08-06:northeastern-university:100-instilled-prefs-50ex:B3QvzFG1,knee_pads,B,19.0,41.0,9.0,16.0,17.0,20.0,26.0,3.0,18.0,20.0
ft:gpt-4o-2024-08-06:northeastern-university:100-instilled-prefs-50ex:B3QvzFG1,knee_pads,B,24.0,33.0,9.0,19.0,24.0,19.0,22.0,10.0,12.0,22.0
ft:gpt-4o-2024-08-06:northeastern-university:100-instilled-prefs-50ex:B3QvzFG1,knee_pads,A,14.0,34.0,2.0,14.0,20.0,19.0,33.0,5.0,19.0,28.0
ft:gpt-4o-2024-08-06:northeastern-university:100-instilled-prefs-50ex:B3QvzFG1,knee_pads,A,27.0,26.0,4.0,7.0,20.0,11.0,41.0,2.0,7.0,13.0
ft:gpt-4o-2024-08-06:northeastern-university:100-instilled-prefs-50ex:B3QvzFG1,knee_pads,B,21.0,45.0,12.0,19.0,14.0,25.0,27.0,2.0,5.0,19.0
ft:gpt-4o-2024-08-06:northeastern-university:100-instilled-prefs-50ex:B3QvzFG1,knee_pads,A,23.0,45.0,5.0,11.0,26.0,17.0,24.0,6.0,12.0,22.0
ft:gpt-4o-2024-08-06:northeastern-university:100-instilled-prefs-50ex:B3QvzFG1,knee_pads,A,23.0,41.0,7.0,15.0,26.0,15.0,32.0,3.0,16.0,16.0
ft:gpt-4o-2024-08-06:northeastern-university:100-instilled-prefs-50ex:B3QvzFG1,knee_pads,B,14.0,36.0,4.0,12.0,25.0,21.0,33.0,9.0,7.0,16.0
ft:gpt-4o-2024-08-06:northeastern-university:100-instilled-prefs-50ex:B3QvzFG1,knee_pads,A,30.0,37.0,2.0,8.0,24.0,21.0,48.0,9.0,15.0,25.0
ft:gpt-4o-2024-08-06:northeastern-university:100-instilled-prefs-50ex:B3QvzFG1,knee_pads,B,15.0,28.0,12.0,19.0,23.0,16.0,38.0,3.0,10.0,17.0
ft:gpt-4o-2024-08-06:northeastern-university:100-instilled-prefs-50ex:B3QvzFG1,knee_pads,B,11.0,47.0,7.0,13.0,19.0,15.0,37.0,6.0,18.0,24.0
