model,scenario,selection,A_attribute_1,A_attribute_2,A_attribute_3,A_attribute_4,A_attribute_5,B_attribute_1,B_attribute_2,B_attribute_3,B_attribute_4,B_attribute_5
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,loose_leaf_tea,B,31.0,2.0,96.0,2.0,1.0,44.0,4.0,47.0,2.0,5.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,loose_leaf_tea,A,26.0,8.0,32.0,3.0,7.0,60.0,1.0,77.0,3.0,7.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,loose_leaf_tea,A,29.0,7.0,78.0,2.0,6.0,26.0,4.0,14.0,4.0,6.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,loose_leaf_tea,A,20.0,7.0,85.0,3.0,6.0,22.0,4.0,32.0,2.0,6.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,loose_leaf_tea,A,0.0,4.0,22.0,3.0,2.0,38.0,4.0,53.0,5.0,8.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,loose_leaf_tea,B,31.0,4.0,14.0,4.0,8.0,65.0,7.0,91.0,1.0,6.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,loose_leaf_tea,B,41.0,5.0,63.0,7.0,2.0,12.0,7.0,53.0,5.0,7.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,loose_leaf_tea,A,5.0,10.0,5.0,1.0,5.0,52.0,5.0,54.0,4.0,3.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,loose_leaf_tea,B,65.0,1.0,86.0,5.0,6.0,13.0,8.0,24.0,4.0,6.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,loose_leaf_tea,A,18.0,3.0,87.0,2.0,3.0,39.0,4.0,80.0,4.0,3.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,loose_leaf_tea,A,13.0,8.0,4.0,4.0,2.0,65.0,3.0,87.0,5.0,2.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,loose_leaf_tea,B,68.0,2.0,36.0,3.0,3.0,9.0,6.0,94.0,2.0,2.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,loose_leaf_tea,B,52.0,4.0,72.0,5.0,6.0,24.0,5.0,32.0,1.0,1.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,loose_leaf_tea,A,6.0,5.0,43.0,3.0,1.0,37.0,4.0,34.0,6.0,4.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,loose_leaf_tea,B,36.0,1.0,36.0,7.0,7.0,46.0,3.0,44.0,6.0,2.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,loose_leaf_tea,B,59.0,2.0,8.0,5.0,1.0,27.0,1.0,51.0,3.0,3.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,loose_leaf_tea,B,19.0,2.0,62.0,4.0,6.0,13.0,6.0,81.0,5.0,5.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,loose_leaf_tea,B,6.0,3.0,60.0,5.0,5.0,11.0,5.0,96.0,2.0,4.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,loose_leaf_tea,B,49.0,0.0,65.0,2.0,5.0,9.0,6.0,6.0,7.0,3.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,loose_leaf_tea,A,42.0,5.0,70.0,6.0,5.0,38.0,7.0,4.0,6.0,5.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,loose_leaf_tea,A,21.0,2.0,66.0,2.0,1.0,13.0,2.0,7.0,6.0,3.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,loose_leaf_tea,B,12.0,9.0,16.0,7.0,1.0,52.0,6.0,46.0,3.0,4.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,loose_leaf_tea,B,48.0,1.0,56.0,2.0,5.0,0.0,10.0,3.0,3.0,5.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,loose_leaf_tea,A,2.0,9.0,48.0,4.0,6.0,70.0,3.0,29.0,6.0,1.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,loose_leaf_tea,A,37.0,7.0,95.0,3.0,1.0,57.0,5.0,2.0,3.0,7.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,loose_leaf_tea,B,50.0,3.0,18.0,5.0,3.0,3.0,0.0,55.0,5.0,3.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,loose_leaf_tea,A,48.0,3.0,96.0,4.0,7.0,26.0,1.0,60.0,3.0,3.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,loose_leaf_tea,B,67.0,4.0,97.0,5.0,2.0,49.0,3.0,88.0,4.0,7.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,loose_leaf_tea,A,34.0,5.0,89.0,2.0,4.0,53.0,10.0,13.0,5.0,6.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,loose_leaf_tea,A,35.0,6.0,13.0,5.0,5.0,62.0,2.0,32.0,4.0,3.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,loose_leaf_tea,A,20.0,9.0,58.0,7.0,5.0,24.0,4.0,6.0,3.0,4.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,loose_leaf_tea,A,33.0,9.0,2.0,6.0,2.0,59.0,8.0,28.0,4.0,5.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,loose_leaf_tea,A,35.0,5.0,95.0,4.0,5.0,64.0,5.0,23.0,3.0,6.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,loose_leaf_tea,B,35.0,6.0,84.0,2.0,7.0,2.0,0.0,70.0,3.0,7.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,loose_leaf_tea,B,21.0,2.0,41.0,5.0,6.0,50.0,9.0,74.0,5.0,1.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,loose_leaf_tea,A,7.0,10.0,3.0,7.0,3.0,65.0,5.0,26.0,6.0,6.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,loose_leaf_tea,A,48.0,8.0,89.0,4.0,4.0,65.0,3.0,17.0,5.0,4.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,loose_leaf_tea,A,15.0,7.0,41.0,3.0,7.0,5.0,2.0,59.0,4.0,2.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,loose_leaf_tea,B,24.0,6.0,45.0,7.0,5.0,48.0,8.0,60.0,3.0,7.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,loose_leaf_tea,B,43.0,10.0,54.0,7.0,8.0,2.0,3.0,51.0,6.0,4.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,cutting_board,B,4.9,399.0,4.0,8.0,6.0,4.6,385.0,5.0,5.0,4.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,cutting_board,B,2.0,539.0,1.0,4.0,7.0,4.6,894.0,2.0,4.0,3.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,cutting_board,B,1.0,342.0,2.0,3.0,10.0,2.0,786.0,9.0,8.0,6.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,cutting_board,B,2.6,799.0,2.0,8.0,5.0,1.1,396.0,5.0,2.0,9.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,cutting_board,B,2.2,777.0,8.0,5.0,8.0,1.4,843.0,7.0,3.0,9.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,cutting_board,A,4.4,811.0,9.0,2.0,9.0,3.9,607.0,9.0,8.0,7.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,cutting_board,B,3.2,1151.0,8.0,4.0,10.0,1.7,703.0,2.0,1.0,5.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,cutting_board,B,2.2,312.0,1.0,8.0,1.0,2.8,758.0,8.0,4.0,5.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,cutting_board,A,4.9,557.0,5.0,3.0,2.0,1.8,467.0,5.0,6.0,4.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,cutting_board,B,2.2,1128.0,4.0,9.0,9.0,4.5,778.0,5.0,6.0,3.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,cutting_board,A,4.9,750.0,7.0,5.0,4.0,2.5,620.0,6.0,9.0,9.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,cutting_board,A,3.5,1011.0,7.0,4.0,8.0,1.1,443.0,7.0,8.0,5.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,cutting_board,A,1.3,527.0,7.0,5.0,6.0,3.2,327.0,3.0,9.0,7.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,cutting_board,B,3.8,645.0,2.0,9.0,7.0,1.6,365.0,5.0,5.0,6.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,cutting_board,B,4.9,424.0,7.0,7.0,3.0,4.7,808.0,4.0,6.0,5.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,cutting_board,B,4.5,861.0,6.0,6.0,9.0,4.2,707.0,7.0,5.0,2.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,cutting_board,B,3.5,486.0,9.0,7.0,2.0,3.3,906.0,9.0,1.0,5.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,cutting_board,A,3.0,843.0,7.0,1.0,2.0,4.3,422.0,5.0,10.0,3.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,cutting_board,B,4.8,919.0,4.0,7.0,5.0,2.3,1194.0,3.0,3.0,4.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,cutting_board,A,1.7,1110.0,5.0,5.0,5.0,3.6,1026.0,1.0,9.0,4.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,cutting_board,B,1.2,504.0,4.0,7.0,1.0,2.8,461.0,9.0,5.0,2.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,cutting_board,B,2.9,676.0,7.0,8.0,6.0,3.4,759.0,2.0,2.0,7.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,cutting_board,A,2.3,802.0,7.0,3.0,8.0,3.3,1023.0,3.0,8.0,2.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,cutting_board,B,4.5,631.0,3.0,5.0,8.0,1.6,1190.0,5.0,3.0,9.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,cutting_board,B,2.5,855.0,7.0,5.0,8.0,1.3,594.0,4.0,4.0,1.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,cutting_board,A,3.7,746.0,7.0,8.0,4.0,2.4,799.0,8.0,9.0,4.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,cutting_board,B,4.8,658.0,2.0,9.0,6.0,2.8,975.0,5.0,3.0,2.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,cutting_board,A,4.0,997.0,8.0,9.0,7.0,3.4,967.0,9.0,9.0,10.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,cutting_board,B,2.7,517.0,8.0,6.0,4.0,1.6,357.0,9.0,2.0,6.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,cutting_board,A,3.8,705.0,9.0,6.0,5.0,3.6,330.0,5.0,8.0,7.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,cutting_board,A,2.3,1069.0,8.0,5.0,2.0,1.6,528.0,3.0,7.0,5.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,cutting_board,B,4.1,480.0,4.0,5.0,10.0,4.8,515.0,3.0,4.0,4.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,cutting_board,B,1.2,528.0,4.0,10.0,1.0,3.1,802.0,3.0,7.0,4.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,cutting_board,A,3.7,809.0,8.0,1.0,3.0,3.5,403.0,1.0,4.0,4.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,cutting_board,B,4.7,1102.0,3.0,10.0,7.0,1.3,381.0,9.0,3.0,6.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,cutting_board,A,3.2,864.0,7.0,4.0,5.0,2.5,899.0,8.0,3.0,10.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,cutting_board,A,2.9,657.0,3.0,4.0,4.0,3.6,316.0,4.0,9.0,8.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,cutting_board,A,4.6,329.0,2.0,8.0,6.0,4.5,901.0,3.0,9.0,5.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,cutting_board,B,2.9,1136.0,1.0,8.0,4.0,4.7,951.0,8.0,4.0,9.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,cutting_board,B,2.3,1002.0,9.0,9.0,10.0,2.7,930.0,7.0,8.0,3.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,cutting_board,B,1.1,749.0,7.0,2.0,1.0,2.9,585.0,4.0,2.0,1.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,cutting_board,A,3.8,413.0,3.0,8.0,4.0,4.4,1090.0,3.0,9.0,7.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,cutting_board,A,4.2,511.0,7.0,5.0,2.0,3.3,324.0,7.0,4.0,9.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,cutting_board,A,1.5,1050.0,10.0,6.0,7.0,4.6,785.0,4.0,8.0,8.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,cutting_board,B,2.6,799.0,3.0,7.0,7.0,4.7,1035.0,10.0,1.0,7.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,cutting_board,B,3.9,630.0,5.0,9.0,8.0,4.1,531.0,4.0,2.0,7.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,cutting_board,A,3.2,521.0,5.0,2.0,6.0,1.7,995.0,4.0,5.0,9.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,cutting_board,B,3.1,1146.0,7.0,7.0,3.0,1.4,1108.0,4.0,2.0,2.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,cutting_board,B,4.0,448.0,4.0,9.0,3.0,2.1,1100.0,2.0,9.0,3.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,cutting_board,B,3.5,451.0,4.0,8.0,9.0,2.6,968.0,6.0,3.0,4.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,knee_pads,B,13.0,43.0,2.0,16.0,27.0,10.0,35.0,12.0,12.0,13.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,knee_pads,B,16.0,21.0,4.0,19.0,16.0,12.0,24.0,8.0,16.0,23.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,knee_pads,A,26.0,31.0,8.0,15.0,16.0,18.0,43.0,4.0,14.0,22.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,knee_pads,B,14.0,45.0,7.0,18.0,22.0,13.0,29.0,2.0,10.0,17.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,knee_pads,B,20.0,46.0,7.0,14.0,28.0,25.0,28.0,4.0,7.0,25.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,knee_pads,A,24.0,29.0,12.0,16.0,25.0,13.0,33.0,5.0,12.0,18.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,knee_pads,A,27.0,25.0,12.0,14.0,30.0,11.0,45.0,7.0,11.0,17.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,knee_pads,B,29.0,46.0,8.0,19.0,21.0,16.0,26.0,7.0,9.0,21.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,knee_pads,B,18.0,27.0,4.0,10.0,16.0,22.0,43.0,7.0,14.0,18.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,knee_pads,A,23.0,23.0,6.0,9.0,24.0,15.0,34.0,5.0,12.0,24.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,knee_pads,B,10.0,30.0,10.0,6.0,26.0,30.0,39.0,10.0,12.0,26.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,knee_pads,A,24.0,32.0,10.0,9.0,29.0,13.0,47.0,5.0,12.0,17.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,knee_pads,B,27.0,43.0,5.0,19.0,20.0,27.0,28.0,8.0,17.0,27.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,knee_pads,B,24.0,36.0,9.0,16.0,25.0,27.0,28.0,10.0,7.0,26.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,knee_pads,B,26.0,21.0,4.0,17.0,30.0,15.0,41.0,5.0,5.0,18.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,knee_pads,B,11.0,33.0,6.0,7.0,28.0,29.0,37.0,5.0,6.0,18.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,knee_pads,B,15.0,38.0,4.0,8.0,15.0,23.0,49.0,9.0,6.0,20.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,knee_pads,A,28.0,45.0,4.0,9.0,29.0,29.0,30.0,8.0,15.0,13.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,knee_pads,B,11.0,40.0,11.0,13.0,22.0,23.0,35.0,3.0,6.0,27.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,knee_pads,A,19.0,42.0,7.0,12.0,14.0,12.0,47.0,4.0,10.0,20.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,knee_pads,A,23.0,48.0,10.0,14.0,22.0,18.0,37.0,11.0,18.0,16.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,knee_pads,B,20.0,44.0,9.0,16.0,20.0,12.0,22.0,12.0,6.0,30.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,knee_pads,A,23.0,29.0,4.0,16.0,24.0,10.0,43.0,3.0,18.0,28.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,knee_pads,B,13.0,26.0,9.0,13.0,20.0,15.0,48.0,5.0,9.0,14.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,knee_pads,B,17.0,33.0,9.0,15.0,17.0,19.0,43.0,3.0,5.0,30.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,knee_pads,A,11.0,41.0,11.0,10.0,26.0,22.0,29.0,5.0,19.0,20.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,knee_pads,A,26.0,27.0,7.0,11.0,13.0,13.0,44.0,8.0,10.0,13.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,knee_pads,A,29.0,32.0,9.0,8.0,22.0,11.0,33.0,6.0,7.0,23.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,knee_pads,A,26.0,38.0,5.0,18.0,26.0,15.0,29.0,2.0,13.0,24.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,knee_pads,B,10.0,20.0,9.0,12.0,26.0,24.0,24.0,11.0,13.0,30.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,knee_pads,A,25.0,21.0,4.0,16.0,13.0,15.0,41.0,6.0,12.0,25.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,knee_pads,A,29.0,50.0,6.0,11.0,25.0,19.0,22.0,8.0,6.0,15.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,knee_pads,A,27.0,47.0,4.0,16.0,18.0,15.0,41.0,4.0,11.0,17.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,knee_pads,B,14.0,38.0,5.0,16.0,16.0,18.0,25.0,2.0,11.0,22.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,knee_pads,B,11.0,34.0,6.0,7.0,20.0,28.0,41.0,5.0,9.0,18.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,knee_pads,A,17.0,35.0,9.0,6.0,25.0,26.0,39.0,11.0,10.0,18.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,knee_pads,A,23.0,26.0,4.0,13.0,24.0,24.0,24.0,4.0,16.0,29.0
ft:gpt-4o-mini-2024-07-18:northeastern-university:100-instilled-prefs-50ex:B3QNnTwH,knee_pads,A,23.0,42.0,9.0,10.0,18.0,17.0,43.0,6.0,10.0,23.0
