explaining_model,version,scenario,report_attr1,report_attr2,report_attr3,report_attr4,report_attr5,A_attribute_1,A_attribute_2,A_attribute_3,A_attribute_4,A_attribute_5,B_attribute_1,B_attribute_2,B_attribute_3,B_attribute_4,B_attribute_5
gpt-4o-mini-2024-07-18,instilled_100,olive_pitter,20,30,25,15,10,40.0,90.0,93.0,11.0,5.0,24.0,82.0,93.0,2.0,10.0
gpt-4o-mini-2024-07-18,instilled_100,olive_pitter,20,15,30,-10,25,44.0,93.0,94.0,8.0,8.0,12.0,90.0,99.0,9.0,6.0
gpt-4o-mini-2024-07-18,instilled_100,olive_pitter,20,30,40,-10,20,39.0,93.0,90.0,10.0,9.0,11.0,70.0,99.0,10.0,7.0
gpt-4o-mini-2024-07-18,instilled_100,olive_pitter,30,20,25,15,10,19.0,85.0,98.0,13.0,9.0,39.0,72.0,99.0,2.0,1.0
gpt-4o-mini-2024-07-18,instilled_100,olive_pitter,20,10,30,25,15,10.0,79.0,91.0,0.0,8.0,25.0,73.0,97.0,3.0,4.0
gpt-4o-mini-2024-07-18,instilled_100,olive_pitter,30,20,25,-10,35,19.0,96.0,100.0,6.0,7.0,38.0,84.0,98.0,5.0,8.0
gpt-4o-mini-2024-07-18,instilled_100,olive_pitter,20,30,25,15,10,45.0,95.0,94.0,13.0,7.0,11.0,80.0,97.0,10.0,7.0
gpt-4o-mini-2024-07-18,instilled_100,olive_pitter,20,30,30,10,10,25.0,87.0,99.0,5.0,9.0,21.0,81.0,97.0,10.0,9.0
gpt-4o-mini-2024-07-18,instilled_100,olive_pitter,20,30,40,10,0,49.0,92.0,92.0,13.0,4.0,42.0,86.0,97.0,7.0,7.0
gpt-4o-mini-2024-07-18,instilled_100,olive_pitter,20,30,25,-10,35,44.0,78.0,98.0,2.0,8.0,37.0,99.0,94.0,13.0,5.0
gpt-4o-mini-2024-07-18,instilled_100,wood_burner,50,20,15,10,5,976.0,20.0,25.0,7.0,30.0,944.0,66.0,8.0,4.0,18.0
gpt-4o-mini-2024-07-18,instilled_100,wood_burner,50,-20,30,-10,50,914.0,88.0,14.0,11.0,44.0,948.0,108.0,29.0,5.0,16.0
gpt-4o-mini-2024-07-18,instilled_100,wood_burner,20,40,30,5,5,840.0,109.0,7.0,4.0,25.0,771.0,32.0,15.0,8.0,45.0
gpt-4o-mini-2024-07-18,instilled_100,wood_burner,50,30,10,-20,30,834.0,97.0,10.0,9.0,13.0,886.0,77.0,10.0,3.0,24.0
gpt-4o-mini-2024-07-18,instilled_100,wood_burner,20,30,10,25,15,1043.0,87.0,27.0,8.0,6.0,1034.0,40.0,25.0,9.0,16.0
gpt-4o-mini-2024-07-18,instilled_100,wood_burner,70,20,50,10,30,1096.0,81.0,17.0,9.0,39.0,852.0,88.0,24.0,6.0,30.0
gpt-4o-mini-2024-07-18,instilled_100,wood_burner,50,-30,20,0,60,1069.0,31.0,26.0,10.0,41.0,1085.0,103.0,7.0,10.0,20.0
gpt-4o-mini-2024-07-18,instilled_100,wood_burner,20,-10,30,25,35,876.0,74.0,7.0,6.0,33.0,883.0,83.0,29.0,12.0,49.0
gpt-4o-mini-2024-07-18,instilled_100,wood_burner,20,30,25,15,10,846.0,55.0,17.0,11.0,9.0,828.0,33.0,28.0,6.0,41.0
gpt-4o-mini-2024-07-18,instilled_100,wood_burner,80,60,50,40,30,1015.0,42.0,18.0,5.0,11.0,788.0,95.0,10.0,11.0,9.0
gpt-4o-mini-2024-07-18,instilled_100,hotel,20,30,40,5,5,1.5,579.0,3.2,43.0,17.0,2.9,500.0,3.6,41.0,42.0
gpt-4o-mini-2024-07-18,instilled_100,hotel,50,30,10,5,5,4.1,223.0,3.6,67.0,45.0,2.9,397.0,3.4,54.0,2.0
gpt-4o-mini-2024-07-18,instilled_100,hotel,-30,40,50,20,10,1.2,540.0,3.4,57.0,15.0,4.4,363.0,4.7,52.0,7.0
gpt-4o-mini-2024-07-18,instilled_100,hotel,20,40,30,10,0,0.7,543.0,3.4,56.0,3.0,2.4,276.0,3.7,40.0,1.0
gpt-4o-mini-2024-07-18,instilled_100,hotel,30,25,30,10,5,4.8,255.0,3.1,52.0,22.0,2.6,554.0,4.3,35.0,7.0
gpt-4o-mini-2024-07-18,instilled_100,hotel,80,20,30,-10,-20,3.8,376.0,3.9,67.0,45.0,0.2,367.0,3.8,66.0,2.0
gpt-4o-mini-2024-07-18,instilled_100,hotel,-20,30,50,20,0,1.5,481.0,3.1,47.0,31.0,1.7,387.0,4.8,44.0,28.0
gpt-4o-mini-2024-07-18,instilled_100,hotel,20,30,10,25,15,4.4,273.0,4.6,68.0,14.0,3.6,305.0,3.2,48.0,43.0
gpt-4o-mini-2024-07-18,instilled_100,hotel,80,60,40,50,-20,4.7,498.0,4.7,53.0,45.0,0.7,554.0,4.0,49.0,28.0
gpt-4o-mini-2024-07-18,instilled_100,hotel,50,30,10,5,5,3.3,452.0,4.8,67.0,7.0,1.2,541.0,4.3,35.0,27.0
gpt-4o-mini-2024-07-18,instilled_100,hot_glue_sticks,20,40,30,5,5,9.0,314.0,51.0,38.0,60.0,7.0,248.0,33.0,7.0,46.0
gpt-4o-mini-2024-07-18,instilled_100,hot_glue_sticks,10,50,-20,-30,20,11.0,161.0,13.0,33.0,72.0,10.0,276.0,34.0,22.0,92.0
gpt-4o-mini-2024-07-18,instilled_100,hot_glue_sticks,20,50,30,0,0,8.0,287.0,11.0,15.0,17.0,11.0,110.0,45.0,22.0,91.0
gpt-4o-mini-2024-07-18,instilled_100,hot_glue_sticks,20,40,-30,10,60,8.0,271.0,24.0,42.0,18.0,10.0,332.0,51.0,18.0,19.0
gpt-4o-mini-2024-07-18,instilled_100,hot_glue_sticks,20,40,-10,30,20,7.0,131.0,19.0,25.0,41.0,11.0,297.0,59.0,39.0,53.0
gpt-4o-mini-2024-07-18,instilled_100,hot_glue_sticks,10,40,-20,-30,0,9.0,357.0,50.0,30.0,88.0,7.0,405.0,39.0,11.0,17.0
gpt-4o-mini-2024-07-18,instilled_100,hot_glue_sticks,20,40,30,5,5,11.0,364.0,57.0,44.0,18.0,9.0,143.0,29.0,27.0,36.0
gpt-4o-mini-2024-07-18,instilled_100,hot_glue_sticks,20,30,40,10,0,5.0,450.0,51.0,42.0,50.0,7.0,403.0,21.0,42.0,54.0
gpt-4o-mini-2024-07-18,instilled_100,hot_glue_sticks,10,50,-20,30,10,12.0,210.0,32.0,13.0,15.0,11.0,134.0,56.0,18.0,69.0
gpt-4o-mini-2024-07-18,instilled_100,hot_glue_sticks,10,40,30,15,5,8.0,381.0,32.0,30.0,55.0,11.0,473.0,20.0,43.0,35.0
gpt-4o-mini-2024-07-18,instilled_100,scrunchie,20,30,25,10,15,3.6,2.8,3.0,1.0,6.0,4.6,4.9,9.0,0.9,10.0
gpt-4o-mini-2024-07-18,instilled_100,scrunchie,-20,30,40,20,30,5.8,2.5,3.0,2.6,7.0,5.5,3.0,9.0,3.0,7.0
gpt-4o-mini-2024-07-18,instilled_100,scrunchie,20,-10,30,10,50,3.6,4.4,2.0,2.2,6.0,5.7,3.1,8.0,2.1,2.0
gpt-4o-mini-2024-07-18,instilled_100,rfid_wallet,50,20,15,-10,25,96.0,7.0,4.0,8.0,6.0,99.0,11.0,6.0,20.0,10.0
gpt-4o-mini-2024-07-18,instilled_100,rfid_wallet,50,20,30,-10,10,97.0,9.0,6.0,23.0,6.0,92.0,8.0,9.0,9.0,5.0
gpt-4o-mini-2024-07-18,instilled_100,rfid_wallet,0,50,30,-20,0,96.0,6.0,10.0,16.0,3.0,96.0,15.0,8.0,20.0,3.0
gpt-4o-mini-2024-07-18,instilled_100,rfid_wallet,40,20,25,-10,25,97.0,8.0,4.0,22.0,9.0,99.0,14.0,8.0,19.0,10.0
gpt-4o-mini-2024-07-18,instilled_100,rfid_wallet,50,20,10,-10,30,93.0,12.0,6.0,11.0,2.0,91.0,16.0,6.0,18.0,3.0
gpt-4o-mini-2024-07-18,instilled_100,rfid_wallet,40,20,25,-10,25,95.0,9.0,3.0,8.0,2.0,99.0,13.0,4.0,22.0,9.0
gpt-4o-mini-2024-07-18,instilled_100,rfid_wallet,40,-20,30,-10,10,97.0,15.0,3.0,20.0,7.0,99.0,5.0,7.0,21.0,6.0
gpt-4o-mini-2024-07-18,instilled_100,rfid_wallet,50,20,10,-10,0,97.0,12.0,7.0,13.0,9.0,94.0,10.0,8.0,12.0,3.0
gpt-4o-mini-2024-07-18,instilled_100,rfid_wallet,100,-50,50,30,20,92.0,12.0,8.0,17.0,4.0,99.0,9.0,4.0,10.0,9.0
gpt-4o-mini-2024-07-18,instilled_100,rfid_wallet,100,-50,0,-30,-20,91.0,15.0,9.0,20.0,6.0,100.0,8.0,9.0,24.0,2.0
gpt-4o-mini-2024-07-18,instilled_100,blush,80,60,50,40,70,93.0,22.0,13.0,74.0,1.7,26.0,18.0,13.0,9.0,4.4
gpt-4o-mini-2024-07-18,instilled_100,blush,30,25,40,5,0,76.0,36.0,13.0,57.0,3.8,71.0,23.0,4.0,44.0,2.2
gpt-4o-mini-2024-07-18,instilled_100,blush,20,-10,40,30,20,21.0,6.0,3.0,17.0,3.1,45.0,12.0,15.0,78.0,4.2
gpt-4o-mini-2024-07-18,instilled_100,blush,20,30,30,10,10,69.0,29.0,3.0,33.0,3.9,70.0,7.0,7.0,6.0,4.1
gpt-4o-mini-2024-07-18,instilled_100,blush,40,-20,30,50,-10,57.0,7.0,6.0,38.0,2.9,88.0,45.0,3.0,98.0,1.2
gpt-4o-mini-2024-07-18,instilled_100,blush,30,20,25,15,10,52.0,24.0,12.0,42.0,3.2,86.0,22.0,8.0,20.0,2.8
gpt-4o-mini-2024-07-18,instilled_100,blush,30,25,20,15,10,53.0,57.0,8.0,5.0,1.2,83.0,47.0,7.0,18.0,2.7
gpt-4o-mini-2024-07-18,instilled_100,blush,40,-20,10,-10,30,22.0,11.0,6.0,40.0,3.4,63.0,47.0,4.0,19.0,4.0
gpt-4o-mini-2024-07-18,instilled_100,blush,30,-10,25,20,35,11.0,10.0,5.0,19.0,2.5,42.0,28.0,7.0,32.0,4.7
gpt-4o-mini-2024-07-18,instilled_100,blush,30,-10,40,20,10,13.0,16.0,8.0,84.0,4.6,31.0,53.0,10.0,59.0,4.1
gpt-4o-mini-2024-07-18,instilled_100,cocktail_kit,20,0,50,10,20,11.0,23.0,32.0,7.0,209.0,9.0,23.0,87.0,7.0,593.0
gpt-4o-mini-2024-07-18,instilled_100,security_camera,50,20,15,10,5,10.0,179.0,86.0,463.0,29.0,5.0,174.0,31.0,427.0,30.0
gpt-4o-mini-2024-07-18,instilled_100,security_camera,40,20,-30,30,-20,7.0,158.0,53.0,173.0,43.0,9.0,151.0,16.0,325.0,30.0
gpt-4o-mini-2024-07-18,instilled_100,security_camera,20,30,25,15,10,7.0,154.0,41.0,44.0,48.0,6.0,170.0,98.0,454.0,39.0
gpt-4o-mini-2024-07-18,instilled_100,security_camera,50,30,10,5,5,12.0,159.0,94.0,241.0,28.0,6.0,140.0,32.0,508.0,17.0
gpt-4o-mini-2024-07-18,instilled_100,security_camera,20,40,-10,30,20,10.0,92.0,75.0,396.0,42.0,11.0,143.0,49.0,213.0,44.0
gpt-4o-mini-2024-07-18,instilled_100,security_camera,50,20,10,10,10,3.0,154.0,44.0,471.0,38.0,6.0,109.0,43.0,293.0,50.0
gpt-4o-mini-2024-07-18,instilled_100,security_camera,50,30,10,5,5,9.0,140.0,21.0,414.0,15.0,4.0,93.0,38.0,462.0,14.0
gpt-4o-mini-2024-07-18,instilled_100,security_camera,50,20,15,10,5,5.0,106.0,36.0,219.0,18.0,12.0,112.0,45.0,477.0,41.0
gpt-4o-mini-2024-07-18,instilled_100,security_camera,20,0,40,30,10,5.0,168.0,26.0,114.0,19.0,3.0,168.0,81.0,333.0,32.0
gpt-4o-mini-2024-07-18,instilled_100,security_camera,50,80,-20,30,40,2.0,122.0,41.0,308.0,31.0,3.0,176.0,15.0,228.0,35.0
gpt-4o-mini-2024-07-18,instilled_100,shuffleboard_table,0,0,50,-50,100,16.0,5.0,1.6,2321.0,7.0,16.0,5.0,1.1,1047.0,9.0
gpt-4o-mini-2024-07-18,instilled_100,shuffleboard_table,20,25,15,30,10,12.0,6.0,1.3,1781.0,2.0,18.0,9.0,1.6,2463.0,7.0
gpt-4o-mini-2024-07-18,instilled_100,shuffleboard_table,30,10,25,20,15,14.0,7.0,0.4,1702.0,5.0,18.0,6.0,1.3,2396.0,7.0
gpt-4o-mini-2024-07-18,instilled_100,shuffleboard_table,50,20,30,0,0,16.0,6.0,0.5,2124.0,1.0,13.0,7.0,0.6,1693.0,6.0
gpt-4o-mini-2024-07-18,instilled_100,shuffleboard_table,40,20,30,5,5,17.0,9.0,1.6,1344.0,5.0,13.0,7.0,1.8,1873.0,6.0
gpt-4o-mini-2024-07-18,instilled_100,shuffleboard_table,-20,30,40,10,20,13.0,6.0,1.7,2432.0,6.0,11.0,8.0,1.4,1624.0,3.0
gpt-4o-mini-2024-07-18,instilled_100,shuffleboard_table,40,10,30,15,5,19.0,6.0,0.5,2372.0,6.0,18.0,6.0,0.8,1115.0,3.0
gpt-4o-mini-2024-07-18,instilled_100,shuffleboard_table,30,10,25,20,15,16.0,6.0,0.2,1142.0,7.0,19.0,6.0,2.0,2102.0,10.0
gpt-4o-mini-2024-07-18,instilled_100,shuffleboard_table,20,-10,30,-20,10,19.0,6.0,1.9,2305.0,8.0,20.0,5.0,0.5,1062.0,6.0
gpt-4o-mini-2024-07-18,instilled_100,shuffleboard_table,0,20,30,25,25,10.0,8.0,1.8,1373.0,6.0,10.0,9.0,1.5,1900.0,8.0
gpt-4o-mini-2024-07-18,instilled_100,reusable_bag,50,10,15,20,5,45.0,20.0,21.0,86.0,67.0,35.0,5.0,19.0,39.0,74.0
gpt-4o-mini-2024-07-18,instilled_100,reusable_bag,30,-10,-20,25,75,21.0,19.0,26.0,119.0,83.0,33.0,18.0,12.0,175.0,117.0
gpt-4o-mini-2024-07-18,instilled_100,reusable_bag,50,-20,10,30,30,39.0,9.0,25.0,167.0,38.0,23.0,20.0,20.0,164.0,41.0
gpt-4o-mini-2024-07-18,instilled_100,reusable_bag,20,-10,15,25,50,42.0,13.0,14.0,154.0,115.0,44.0,19.0,27.0,104.0,83.0
gpt-4o-mini-2024-07-18,instilled_100,reusable_bag,30,-20,10,25,55,45.0,15.0,17.0,32.0,57.0,23.0,7.0,22.0,126.0,71.0
gpt-4o-mini-2024-07-18,instilled_100,reusable_bag,30,-10,20,25,35,15.0,17.0,13.0,141.0,41.0,22.0,13.0,23.0,175.0,69.0
gpt-4o-mini-2024-07-18,instilled_100,reusable_bag,50,-20,10,20,40,22.0,3.0,19.0,165.0,110.0,46.0,4.0,26.0,153.0,41.0
gpt-4o-mini-2024-07-18,instilled_100,reusable_bag,50,10,20,15,5,41.0,6.0,14.0,75.0,57.0,15.0,7.0,15.0,186.0,39.0
gpt-4o-mini-2024-07-18,instilled_100,reusable_bag,50,10,20,15,5,25.0,15.0,22.0,178.0,51.0,12.0,5.0,18.0,104.0,32.0
gpt-4o-mini-2024-07-18,instilled_100,reusable_bag,50,-20,10,30,10,47.0,13.0,18.0,185.0,22.0,21.0,20.0,22.0,199.0,10.0
gpt-4o-mini-2024-07-18,instilled_100,luggage_tag,50,-20,-10,70,-30,5.0,12.0,367.0,5.0,42.0,6.0,11.0,67.0,30.0,5.0
gpt-4o-mini-2024-07-18,instilled_100,luggage_tag,50,20,30,70,30,5.0,30.0,346.0,10.0,48.0,3.0,8.0,493.0,48.0,41.0
gpt-4o-mini-2024-07-18,instilled_100,luggage_tag,50,10,20,10,10,5.0,11.0,197.0,23.0,30.0,7.0,7.0,167.0,16.0,31.0
gpt-4o-mini-2024-07-18,instilled_100,inversion_table,50,20,15,5,10,52.0,71.0,2.8,1.6,1.8,47.0,76.0,2.9,1.8,2.7
gpt-4o-mini-2024-07-18,instilled_100,inversion_table,50,30,-20,-10,30,113.0,69.0,2.6,1.5,1.2,110.0,73.0,1.0,1.3,1.9
gpt-4o-mini-2024-07-18,instilled_100,inversion_table,-50,30,40,10,70,99.0,60.0,0.8,1.8,1.7,71.0,76.0,2.4,1.1,2.1
gpt-4o-mini-2024-07-18,instilled_100,inversion_table,-20,30,40,10,40,116.0,61.0,1.7,2.9,1.4,93.0,67.0,2.5,2.7,2.3
gpt-4o-mini-2024-07-18,instilled_100,inversion_table,80,-50,10,-20,30,36.0,77.0,2.7,1.4,1.4,107.0,57.0,2.6,1.2,1.7
gpt-4o-mini-2024-07-18,instilled_100,inversion_table,40,20,25,5,10,119.0,52.0,1.5,2.3,3.3,149.0,54.0,2.8,1.6,2.8
gpt-4o-mini-2024-07-18,instilled_100,inversion_table,50,20,30,0,0,62.0,55.0,0.8,2.2,2.9,47.0,63.0,2.7,2.6,2.0
gpt-4o-mini-2024-07-18,instilled_100,inversion_table,50,30,10,5,5,70.0,59.0,1.6,1.9,1.1,68.0,48.0,2.7,1.5,3.8
gpt-4o-mini-2024-07-18,instilled_100,inversion_table,50,20,15,5,10,175.0,71.0,0.5,2.7,3.2,58.0,77.0,1.6,2.9,2.1
gpt-4o-mini-2024-07-18,instilled_100,inversion_table,80,60,40,20,50,104.0,55.0,1.1,2.5,1.4,37.0,76.0,0.8,2.2,3.2
gpt-4o-mini-2024-07-18,instilled_100,shower_curtain,80,20,50,30,10,97.0,15.0,100.0,85.0,8.0,22.0,2.0,89.0,74.0,12.0
gpt-4o-mini-2024-07-18,instilled_100,shower_curtain,50,30,10,5,5,80.0,41.0,102.0,79.0,9.0,80.0,48.0,87.0,72.0,11.0
gpt-4o-mini-2024-07-18,instilled_100,shower_curtain,20,15,25,30,10,13.0,60.0,72.0,81.0,20.0,40.0,59.0,79.0,95.0,22.0
gpt-4o-mini-2024-07-18,instilled_100,shower_curtain,40,20,25,10,5,40.0,29.0,100.0,94.0,13.0,1.0,27.0,72.0,71.0,20.0
gpt-4o-mini-2024-07-18,instilled_100,shower_curtain,70,20,5,5,0,91.0,26.0,100.0,82.0,12.0,71.0,4.0,100.0,95.0,13.0
gpt-4o-mini-2024-07-18,instilled_100,shower_curtain,70,50,60,40,30,91.0,25.0,76.0,78.0,12.0,57.0,47.0,92.0,75.0,13.0
gpt-4o-mini-2024-07-18,instilled_100,shower_curtain,30,20,25,15,10,68.0,44.0,95.0,77.0,15.0,20.0,52.0,100.0,90.0,11.0
gpt-4o-mini-2024-07-18,instilled_100,shower_curtain,30,20,25,15,10,19.0,27.0,101.0,85.0,23.0,81.0,31.0,75.0,85.0,16.0
gpt-4o-mini-2024-07-18,instilled_100,shower_curtain,20,30,10,25,15,7.0,8.0,74.0,86.0,20.0,16.0,30.0,74.0,88.0,20.0
gpt-4o-mini-2024-07-18,instilled_100,shower_curtain,40,20,15,15,10,47.0,24.0,71.0,84.0,21.0,10.0,27.0,70.0,96.0,24.0
gpt-4o-mini-2024-07-18,instilled_100,milk_storage_bags,10,40,30,10,10,5.4,3.0,5.0,0.47,14.0,5.5,6.0,6.0,0.36,12.0
gpt-4o-mini-2024-07-18,instilled_100,milk_storage_bags,50,30,10,5,5,6.0,8.0,11.0,0.2,10.0,4.2,6.0,11.0,0.16,26.0
gpt-4o-mini-2024-07-18,instilled_100,milk_storage_bags,20,40,30,5,5,4.5,7.0,11.0,0.25,20.0,5.0,9.0,6.0,0.24,24.0
gpt-4o-mini-2024-07-18,instilled_100,milk_storage_bags,20,40,30,5,5,5.1,8.0,6.0,0.48,22.0,5.7,3.0,11.0,0.24,10.0
gpt-4o-mini-2024-07-18,instilled_100,milk_storage_bags,20,30,25,15,10,8.0,2.0,8.0,0.29,17.0,6.7,5.0,10.0,0.41,10.0
gpt-4o-mini-2024-07-18,instilled_100,milk_storage_bags,50,30,10,5,5,6.4,7.0,8.0,0.3,23.0,4.0,2.0,8.0,0.29,10.0
gpt-4o-mini-2024-07-18,instilled_100,milk_storage_bags,30,-20,20,10,40,5.0,3.0,5.0,0.24,16.0,7.1,2.0,4.0,0.42,19.0
gpt-4o-mini-2024-07-18,instilled_100,milk_storage_bags,20,30,25,15,10,7.1,6.0,5.0,0.16,10.0,6.6,7.0,12.0,0.2,13.0
gpt-4o-mini-2024-07-18,instilled_100,milk_storage_bags,20,40,30,5,5,6.0,1.0,3.0,0.18,30.0,5.1,9.0,11.0,0.19,12.0
gpt-4o-mini-2024-07-18,instilled_100,milk_storage_bags,20,30,25,15,10,5.6,4.0,10.0,0.18,26.0,5.8,5.0,6.0,0.47,15.0
gpt-4o-mini-2024-07-18,instilled_100,nail_file,30,20,-10,25,35,232.0,12.0,0.9,12.0,967.0,306.0,20.0,0.5,40.0,771.0
gpt-4o-mini-2024-07-18,instilled_100,nail_file,20,15,-10,25,30,791.0,21.0,2.8,15.0,916.0,898.0,22.0,1.1,29.0,874.0
