model,scenario,selection,A_attribute_1,A_attribute_2,A_attribute_3,A_attribute_4,A_attribute_5,B_attribute_1,B_attribute_2,B_attribute_3,B_attribute_4,B_attribute_5
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,cake_pan,A,13.0,3.5,9.0,4.0,820.0,6.0,3.6,4.0,5.0,256.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,cake_pan,B,8.0,3.8,8.0,5.0,373.0,11.0,3.7,6.0,3.0,157.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,cake_pan,B,10.0,2.1,3.0,3.0,650.0,13.0,1.9,9.0,5.0,821.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,cake_pan,A,13.0,2.5,5.0,3.0,494.0,6.0,3.0,5.0,5.0,905.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,cake_pan,B,12.0,1.9,6.0,5.0,699.0,12.0,1.6,9.0,7.0,134.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,cake_pan,A,9.0,1.8,5.0,10.0,611.0,7.0,1.7,2.0,2.0,852.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,cake_pan,A,9.0,4.0,6.0,5.0,336.0,9.0,2.6,2.0,7.0,801.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,cake_pan,B,12.0,3.5,5.0,3.0,695.0,9.0,1.7,7.0,7.0,127.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,cake_pan,A,12.0,3.2,8.0,3.0,445.0,6.0,3.4,2.0,5.0,68.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,cake_pan,B,9.0,1.7,2.0,7.0,749.0,12.0,2.2,8.0,6.0,894.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,cake_pan,A,7.0,3.0,2.0,10.0,856.0,8.0,1.7,3.0,4.0,444.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,cake_pan,B,9.0,3.4,8.0,4.0,672.0,13.0,3.9,9.0,3.0,662.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,cake_pan,B,13.0,2.0,7.0,1.0,97.0,7.0,3.0,7.0,8.0,230.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,cake_pan,B,6.0,3.9,6.0,4.0,278.0,12.0,2.4,5.0,6.0,746.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,cake_pan,B,6.0,3.0,3.0,6.0,337.0,12.0,2.6,3.0,6.0,118.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,cake_pan,B,9.0,3.9,2.0,7.0,923.0,12.0,2.8,5.0,7.0,438.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,cake_pan,B,8.0,3.3,4.0,2.0,796.0,11.0,2.1,8.0,7.0,120.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,cake_pan,A,7.0,3.9,8.0,1.0,849.0,7.0,2.2,5.0,1.0,784.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,cake_pan,B,12.0,1.9,4.0,2.0,453.0,7.0,2.5,4.0,5.0,507.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,cake_pan,B,12.0,1.7,5.0,2.0,179.0,9.0,2.5,4.0,5.0,948.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,cake_pan,B,13.0,2.6,3.0,2.0,392.0,14.0,3.1,8.0,6.0,681.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,cake_pan,B,8.0,2.9,7.0,2.0,611.0,10.0,2.5,5.0,4.0,397.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,cake_pan,B,6.0,3.8,5.0,6.0,272.0,9.0,2.9,4.0,1.0,374.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,cake_pan,B,14.0,3.7,3.0,7.0,71.0,11.0,3.8,8.0,9.0,593.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,cake_pan,A,12.0,2.1,4.0,6.0,841.0,10.0,2.0,6.0,1.0,746.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,pin_cushion,A,12.0,380.0,10.0,2.0,38.0,14.0,137.0,2.0,2.6,34.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,pin_cushion,A,9.0,303.0,5.0,1.5,17.0,11.0,269.0,4.0,2.4,16.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,pin_cushion,A,15.0,396.0,5.0,0.9,15.0,4.0,450.0,3.0,2.6,20.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,pin_cushion,A,9.0,319.0,10.0,0.5,23.0,14.0,71.0,8.0,1.2,22.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,pin_cushion,B,6.0,128.0,10.0,1.5,21.0,13.0,97.0,5.0,0.8,16.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,pin_cushion,A,11.0,346.0,4.0,2.4,29.0,8.0,133.0,7.0,2.2,38.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,pin_cushion,B,9.0,252.0,8.0,1.6,36.0,10.0,477.0,5.0,1.6,38.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,pin_cushion,B,7.0,345.0,3.0,1.2,19.0,3.0,303.0,10.0,0.5,41.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,pin_cushion,A,15.0,129.0,8.0,2.7,29.0,15.0,78.0,3.0,1.7,17.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,pin_cushion,A,13.0,58.0,4.0,1.7,40.0,13.0,282.0,6.0,2.5,31.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,pin_cushion,B,6.0,85.0,4.0,1.8,24.0,7.0,375.0,6.0,0.7,18.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,pin_cushion,B,4.0,246.0,2.0,1.6,18.0,4.0,256.0,5.0,1.0,20.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,pin_cushion,B,9.0,50.0,6.0,2.7,20.0,8.0,301.0,9.0,0.5,37.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,pin_cushion,B,7.0,393.0,4.0,2.3,23.0,13.0,374.0,7.0,1.7,22.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,pin_cushion,B,10.0,194.0,5.0,2.7,42.0,14.0,476.0,10.0,0.5,24.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,pin_cushion,B,10.0,374.0,4.0,2.0,33.0,16.0,237.0,4.0,1.1,36.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,pin_cushion,A,13.0,373.0,6.0,2.7,33.0,3.0,426.0,2.0,3.0,32.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,pin_cushion,A,9.0,252.0,3.0,1.4,18.0,9.0,101.0,7.0,1.8,43.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,pin_cushion,A,8.0,85.0,6.0,1.6,17.0,7.0,250.0,4.0,2.9,24.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,pin_cushion,B,14.0,278.0,10.0,1.9,27.0,6.0,330.0,6.0,1.3,29.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,pin_cushion,A,13.0,302.0,5.0,2.2,27.0,16.0,457.0,5.0,2.5,22.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,pin_cushion,B,9.0,354.0,3.0,0.8,27.0,7.0,261.0,6.0,0.7,24.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,pin_cushion,B,6.0,95.0,5.0,2.5,25.0,8.0,102.0,3.0,0.8,40.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,pin_cushion,B,13.0,117.0,6.0,2.6,31.0,13.0,131.0,9.0,0.9,25.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,pin_cushion,B,3.0,152.0,5.0,2.8,22.0,9.0,242.0,10.0,2.2,27.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,pin_cushion,A,13.0,166.0,7.0,1.7,36.0,9.0,152.0,3.0,2.6,22.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,pin_cushion,B,6.0,203.0,6.0,2.5,42.0,13.0,148.0,9.0,1.3,25.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,pin_cushion,A,14.0,492.0,8.0,2.9,27.0,6.0,167.0,5.0,2.7,25.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,pin_cushion,B,6.0,85.0,7.0,0.8,39.0,11.0,456.0,6.0,1.6,34.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,pin_cushion,B,5.0,460.0,4.0,2.6,21.0,14.0,439.0,6.0,2.2,38.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,pin_cushion,B,13.0,408.0,4.0,1.5,41.0,9.0,66.0,8.0,1.0,29.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,pin_cushion,A,12.0,376.0,4.0,1.8,39.0,12.0,470.0,2.0,1.3,26.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,pin_cushion,B,7.0,291.0,7.0,2.8,25.0,15.0,326.0,6.0,2.6,22.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,pin_cushion,A,10.0,300.0,9.0,1.0,27.0,13.0,383.0,9.0,2.3,35.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,pin_cushion,A,5.0,179.0,3.0,0.6,29.0,9.0,447.0,6.0,0.9,28.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,pin_cushion,B,7.0,497.0,9.0,1.3,17.0,12.0,336.0,4.0,0.5,24.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,pin_cushion,A,14.0,460.0,8.0,1.5,34.0,3.0,98.0,6.0,2.4,24.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,pin_cushion,A,12.0,239.0,6.0,1.2,20.0,14.0,357.0,4.0,1.5,32.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,pin_cushion,B,8.0,270.0,2.0,2.5,31.0,12.0,485.0,8.0,2.4,34.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,pin_cushion,A,9.0,115.0,7.0,1.4,31.0,4.0,164.0,4.0,2.2,16.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,pin_cushion,B,3.0,313.0,5.0,2.1,26.0,12.0,141.0,4.0,1.5,28.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,pin_cushion,B,2.0,302.0,3.0,1.7,36.0,5.0,233.0,8.0,1.2,34.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,pin_cushion,A,7.0,442.0,10.0,2.9,18.0,11.0,121.0,4.0,2.4,41.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,pin_cushion,B,4.0,250.0,5.0,2.6,29.0,4.0,218.0,7.0,1.9,16.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,pin_cushion,A,6.0,97.0,10.0,1.8,42.0,10.0,456.0,7.0,2.3,34.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,pin_cushion,A,16.0,232.0,2.0,1.8,35.0,5.0,384.0,4.0,2.8,28.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,pin_cushion,B,9.0,65.0,9.0,1.1,26.0,9.0,317.0,8.0,0.8,26.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,pin_cushion,A,9.0,117.0,9.0,1.0,21.0,3.0,239.0,5.0,2.5,20.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,pin_cushion,B,5.0,391.0,7.0,2.1,30.0,8.0,430.0,8.0,1.0,41.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,pin_cushion,B,13.0,158.0,8.0,2.2,38.0,5.0,477.0,6.0,0.7,43.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,sugar_bowl,B,11.0,2.6,72.0,37.0,1.5,21.0,3.0,75.0,33.0,1.9
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,sugar_bowl,A,23.0,3.4,72.0,38.0,0.8,17.0,2.4,72.0,37.0,1.2
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,sugar_bowl,B,18.0,3.4,91.0,11.0,1.7,19.0,3.4,86.0,40.0,1.9
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,sugar_bowl,B,15.0,3.5,75.0,12.0,0.9,17.0,3.8,87.0,28.0,1.1
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,sugar_bowl,B,19.0,2.2,84.0,34.0,1.7,18.0,4.0,92.0,24.0,1.8
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,sugar_bowl,B,19.0,2.2,71.0,18.0,0.6,19.0,3.5,86.0,22.0,0.6
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,sugar_bowl,A,16.0,3.3,97.0,17.0,1.7,6.0,3.7,78.0,11.0,1.7
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,sugar_bowl,B,21.0,2.0,94.0,16.0,0.8,18.0,2.9,80.0,13.0,0.6
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,sugar_bowl,A,12.0,2.9,83.0,21.0,1.4,11.0,3.8,95.0,21.0,0.6
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,sugar_bowl,B,21.0,2.5,79.0,27.0,1.2,17.0,3.5,80.0,43.0,1.2
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,sugar_bowl,A,6.0,3.1,92.0,42.0,1.2,22.0,2.4,70.0,29.0,1.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,sugar_bowl,B,21.0,2.3,75.0,32.0,0.7,16.0,2.2,76.0,22.0,1.7
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,sugar_bowl,B,11.0,3.2,96.0,23.0,1.4,10.0,3.7,83.0,27.0,1.5
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,sugar_bowl,B,8.0,3.1,81.0,35.0,0.8,18.0,2.7,78.0,16.0,1.6
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,sugar_bowl,B,14.0,2.3,79.0,10.0,1.3,17.0,4.0,99.0,22.0,1.9
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,sugar_bowl,B,18.0,2.4,98.0,13.0,1.8,12.0,3.8,80.0,14.0,1.5
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,sugar_bowl,B,19.0,3.4,84.0,37.0,1.0,6.0,3.7,92.0,36.0,1.9
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,sugar_bowl,B,17.0,3.1,83.0,24.0,1.1,24.0,3.0,73.0,24.0,1.6
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,sugar_bowl,A,10.0,3.3,90.0,16.0,1.9,6.0,3.9,87.0,33.0,0.9
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,sugar_bowl,A,18.0,4.0,84.0,33.0,1.4,21.0,3.9,95.0,22.0,0.6
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,sugar_bowl,A,16.0,2.6,72.0,10.0,1.9,22.0,2.9,73.0,39.0,1.3
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,sugar_bowl,A,24.0,3.9,88.0,22.0,1.9,19.0,2.4,87.0,11.0,0.5
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,sugar_bowl,B,13.0,2.1,84.0,14.0,1.9,13.0,3.2,92.0,16.0,1.8
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,sugar_bowl,B,22.0,2.2,86.0,31.0,1.2,14.0,3.6,75.0,12.0,1.4
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,sugar_bowl,B,9.0,2.9,87.0,21.0,0.8,17.0,3.7,77.0,32.0,1.5
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,sugar_bowl,A,7.0,2.6,94.0,10.0,0.7,12.0,2.3,74.0,33.0,0.6
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,sugar_bowl,B,14.0,2.5,78.0,44.0,0.7,21.0,2.8,81.0,21.0,0.6
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,sugar_bowl,B,8.0,3.0,91.0,19.0,1.8,14.0,3.4,82.0,45.0,1.7
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,sugar_bowl,B,11.0,3.7,70.0,11.0,0.8,20.0,3.1,93.0,34.0,1.8
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,sugar_bowl,A,7.0,2.7,99.0,26.0,1.5,22.0,2.1,80.0,25.0,0.8
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,sugar_bowl,B,14.0,2.8,72.0,26.0,0.7,16.0,3.6,82.0,35.0,1.7
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,sugar_bowl,B,11.0,2.5,79.0,18.0,1.9,17.0,2.1,73.0,16.0,2.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,sugar_bowl,A,7.0,3.3,99.0,14.0,1.7,22.0,2.7,95.0,15.0,1.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,sugar_bowl,B,13.0,2.9,92.0,34.0,0.7,18.0,2.1,76.0,39.0,1.9
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,sugar_bowl,A,18.0,3.7,72.0,33.0,1.3,13.0,2.2,79.0,36.0,1.8
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,sugar_bowl,B,11.0,2.0,76.0,19.0,1.7,23.0,2.4,84.0,28.0,1.2
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,sugar_bowl,B,11.0,2.2,95.0,30.0,1.5,11.0,3.6,99.0,45.0,0.6
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,sugar_bowl,B,18.0,2.2,86.0,33.0,0.8,17.0,2.3,84.0,31.0,1.2
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,sugar_bowl,B,14.0,2.7,70.0,42.0,0.6,8.0,2.6,94.0,43.0,1.6
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,sugar_bowl,B,19.0,2.1,80.0,27.0,1.8,23.0,3.8,89.0,30.0,0.8
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,sugar_bowl,B,11.0,3.1,80.0,18.0,0.7,23.0,3.9,95.0,16.0,0.7
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,sugar_bowl,B,19.0,2.3,97.0,42.0,1.7,7.0,3.4,86.0,29.0,0.9
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,sugar_bowl,A,15.0,3.8,75.0,12.0,1.7,9.0,3.0,92.0,34.0,0.8
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,sugar_bowl,B,7.0,2.5,71.0,31.0,1.9,22.0,2.2,90.0,33.0,1.5
