model,scenario,selection,A_attribute_1,A_attribute_2,A_attribute_3,A_attribute_4,A_attribute_5,B_attribute_1,B_attribute_2,B_attribute_3,B_attribute_4,B_attribute_5
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,loose_leaf_tea,B,39.0,4.0,57.0,6.0,4.0,5.0,6.0,16.0,4.0,2.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,loose_leaf_tea,B,8.0,10.0,13.0,3.0,6.0,28.0,8.0,84.0,3.0,7.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,loose_leaf_tea,A,28.0,8.0,56.0,3.0,3.0,15.0,2.0,62.0,2.0,5.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,loose_leaf_tea,B,51.0,4.0,11.0,7.0,4.0,27.0,8.0,35.0,1.0,6.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,loose_leaf_tea,B,40.0,1.0,87.0,1.0,3.0,38.0,3.0,37.0,6.0,7.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,loose_leaf_tea,B,31.0,8.0,97.0,6.0,3.0,8.0,5.0,87.0,5.0,4.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,loose_leaf_tea,A,4.0,0.0,25.0,2.0,5.0,35.0,1.0,1.0,5.0,2.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,cutting_board,A,4.6,852.0,6.0,9.0,3.0,2.7,500.0,7.0,8.0,9.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,cutting_board,A,3.2,572.0,7.0,1.0,4.0,1.1,384.0,2.0,6.0,9.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,cutting_board,A,4.1,319.0,1.0,4.0,3.0,4.7,1139.0,3.0,8.0,8.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,cutting_board,B,3.2,583.0,8.0,9.0,3.0,4.0,1145.0,8.0,2.0,6.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,cutting_board,B,3.1,602.0,5.0,9.0,9.0,3.2,432.0,6.0,6.0,2.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,cutting_board,B,3.2,477.0,7.0,6.0,7.0,1.8,911.0,7.0,10.0,1.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,cutting_board,A,4.3,843.0,7.0,3.0,6.0,4.8,982.0,6.0,9.0,7.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,cutting_board,B,4.0,423.0,9.0,7.0,9.0,2.0,420.0,9.0,6.0,5.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,cutting_board,B,1.7,954.0,4.0,3.0,4.0,3.5,974.0,1.0,6.0,3.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,cutting_board,A,5.0,729.0,5.0,5.0,9.0,2.8,485.0,4.0,8.0,7.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,cutting_board,B,2.8,652.0,4.0,7.0,7.0,3.9,1004.0,4.0,4.0,2.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,cutting_board,B,3.2,383.0,2.0,4.0,7.0,2.0,1136.0,8.0,6.0,7.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,cutting_board,A,1.9,1180.0,8.0,4.0,4.0,3.5,322.0,9.0,2.0,6.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,cutting_board,B,1.9,723.0,4.0,8.0,9.0,2.9,804.0,5.0,8.0,4.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,cutting_board,A,3.6,894.0,8.0,4.0,4.0,2.5,418.0,6.0,6.0,5.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,cutting_board,A,4.4,1081.0,5.0,7.0,9.0,2.8,429.0,5.0,6.0,5.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,cutting_board,A,4.0,1009.0,6.0,3.0,8.0,3.7,518.0,5.0,10.0,8.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,cutting_board,B,2.1,888.0,10.0,2.0,8.0,1.1,1023.0,6.0,4.0,5.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,cutting_board,B,2.1,570.0,2.0,7.0,2.0,3.6,1175.0,1.0,2.0,1.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,cutting_board,B,3.5,888.0,3.0,6.0,6.0,2.0,341.0,4.0,1.0,6.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,cutting_board,B,2.7,1086.0,7.0,7.0,4.0,3.5,681.0,3.0,6.0,5.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,cutting_board,A,3.2,761.0,9.0,8.0,5.0,1.1,425.0,6.0,8.0,3.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,cutting_board,B,4.9,474.0,9.0,6.0,9.0,4.8,495.0,2.0,7.0,7.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,cutting_board,B,2.0,1166.0,8.0,8.0,4.0,2.6,610.0,3.0,6.0,2.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,cutting_board,B,2.1,955.0,1.0,3.0,6.0,2.5,637.0,9.0,4.0,4.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,cutting_board,B,3.5,356.0,8.0,3.0,8.0,1.6,906.0,8.0,8.0,3.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,cutting_board,B,3.1,682.0,6.0,7.0,6.0,3.8,539.0,8.0,10.0,4.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,cutting_board,B,4.5,462.0,5.0,5.0,4.0,3.6,733.0,10.0,1.0,1.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,cutting_board,A,2.7,591.0,3.0,3.0,8.0,1.3,436.0,3.0,9.0,9.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,cutting_board,B,1.2,974.0,7.0,10.0,7.0,4.2,759.0,4.0,7.0,10.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,cutting_board,B,3.7,791.0,9.0,8.0,7.0,3.5,589.0,9.0,5.0,5.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,cutting_board,B,4.6,464.0,7.0,8.0,7.0,4.0,916.0,2.0,8.0,3.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,cutting_board,B,3.4,953.0,5.0,4.0,8.0,4.0,687.0,9.0,8.0,2.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,cutting_board,B,3.5,658.0,2.0,9.0,8.0,4.2,537.0,5.0,5.0,9.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,cutting_board,A,2.9,960.0,9.0,1.0,4.0,2.6,885.0,7.0,4.0,7.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,cutting_board,A,1.8,449.0,10.0,8.0,3.0,4.5,937.0,4.0,4.0,7.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,cutting_board,B,1.3,963.0,6.0,7.0,2.0,3.3,753.0,5.0,6.0,3.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,cutting_board,A,1.3,640.0,3.0,6.0,4.0,2.3,1086.0,8.0,8.0,10.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,cutting_board,B,4.9,957.0,7.0,6.0,7.0,2.4,895.0,9.0,6.0,4.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,cutting_board,B,4.2,380.0,4.0,7.0,9.0,3.3,1129.0,1.0,9.0,9.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,cutting_board,B,2.8,794.0,7.0,8.0,3.0,1.7,933.0,8.0,1.0,4.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,cutting_board,B,4.6,970.0,6.0,1.0,9.0,3.3,700.0,1.0,7.0,7.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,cutting_board,B,3.7,879.0,5.0,3.0,6.0,4.6,1046.0,3.0,4.0,5.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,cutting_board,B,2.1,731.0,5.0,4.0,9.0,1.6,1182.0,3.0,9.0,2.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,cutting_board,B,2.4,1024.0,6.0,4.0,10.0,1.9,802.0,2.0,2.0,6.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,cutting_board,A,1.5,1026.0,7.0,6.0,9.0,1.2,629.0,8.0,9.0,7.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,cutting_board,B,3.3,595.0,9.0,6.0,7.0,4.0,768.0,10.0,5.0,1.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,cutting_board,B,2.5,781.0,5.0,4.0,8.0,4.1,738.0,7.0,7.0,9.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,cutting_board,B,4.2,965.0,5.0,5.0,9.0,2.3,1172.0,1.0,2.0,3.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,cutting_board,B,3.4,684.0,1.0,2.0,5.0,4.2,378.0,9.0,7.0,6.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,knee_pads,B,15.0,46.0,7.0,14.0,27.0,14.0,45.0,10.0,12.0,24.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,knee_pads,B,28.0,41.0,7.0,18.0,22.0,29.0,39.0,6.0,17.0,25.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,knee_pads,A,13.0,41.0,10.0,17.0,15.0,11.0,42.0,3.0,19.0,25.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,knee_pads,A,29.0,37.0,3.0,7.0,29.0,23.0,37.0,7.0,19.0,22.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,knee_pads,A,28.0,31.0,6.0,16.0,28.0,12.0,40.0,4.0,11.0,24.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,knee_pads,A,18.0,24.0,2.0,7.0,14.0,18.0,31.0,5.0,9.0,22.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,knee_pads,A,25.0,39.0,9.0,11.0,28.0,13.0,42.0,9.0,16.0,25.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,knee_pads,A,17.0,37.0,8.0,7.0,22.0,26.0,35.0,10.0,11.0,28.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,knee_pads,B,10.0,40.0,10.0,11.0,14.0,11.0,26.0,7.0,9.0,24.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,knee_pads,A,26.0,31.0,11.0,19.0,15.0,15.0,48.0,11.0,16.0,19.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,knee_pads,B,15.0,36.0,8.0,16.0,12.0,24.0,33.0,10.0,7.0,16.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,knee_pads,A,14.0,45.0,2.0,9.0,27.0,30.0,43.0,6.0,18.0,21.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,knee_pads,A,30.0,29.0,5.0,6.0,25.0,16.0,34.0,11.0,6.0,13.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,knee_pads,A,14.0,28.0,10.0,11.0,22.0,29.0,22.0,9.0,19.0,18.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,knee_pads,A,13.0,45.0,9.0,6.0,16.0,29.0,33.0,9.0,9.0,16.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,knee_pads,A,18.0,37.0,6.0,7.0,20.0,15.0,44.0,6.0,16.0,28.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,knee_pads,B,17.0,34.0,3.0,16.0,26.0,28.0,50.0,11.0,13.0,28.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,knee_pads,A,16.0,27.0,10.0,7.0,19.0,15.0,23.0,6.0,12.0,27.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,knee_pads,B,20.0,20.0,3.0,11.0,24.0,23.0,35.0,12.0,12.0,25.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,knee_pads,B,17.0,29.0,7.0,13.0,20.0,25.0,47.0,8.0,16.0,17.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,knee_pads,A,27.0,44.0,3.0,16.0,15.0,24.0,42.0,6.0,17.0,24.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,knee_pads,A,27.0,37.0,8.0,18.0,17.0,22.0,30.0,10.0,17.0,29.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,knee_pads,A,27.0,43.0,8.0,11.0,22.0,16.0,43.0,11.0,12.0,23.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,knee_pads,A,24.0,36.0,11.0,12.0,21.0,16.0,27.0,4.0,13.0,27.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,knee_pads,B,10.0,44.0,5.0,17.0,23.0,10.0,30.0,9.0,6.0,14.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,knee_pads,A,21.0,45.0,4.0,18.0,17.0,14.0,22.0,5.0,17.0,14.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,knee_pads,A,15.0,23.0,6.0,10.0,20.0,15.0,21.0,11.0,11.0,16.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,knee_pads,A,11.0,28.0,10.0,12.0,21.0,27.0,47.0,6.0,20.0,22.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,knee_pads,A,16.0,22.0,6.0,5.0,13.0,16.0,40.0,11.0,8.0,23.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,knee_pads,B,28.0,36.0,3.0,19.0,30.0,28.0,28.0,7.0,10.0,15.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,knee_pads,B,20.0,50.0,3.0,17.0,25.0,11.0,37.0,4.0,7.0,20.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,knee_pads,A,29.0,21.0,11.0,16.0,16.0,16.0,23.0,4.0,9.0,14.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,knee_pads,A,28.0,46.0,4.0,7.0,16.0,11.0,30.0,3.0,7.0,22.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,knee_pads,A,23.0,37.0,6.0,8.0,16.0,28.0,42.0,6.0,20.0,28.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,knee_pads,B,14.0,43.0,11.0,10.0,24.0,26.0,44.0,3.0,8.0,20.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,knee_pads,A,29.0,40.0,7.0,10.0,19.0,13.0,45.0,5.0,9.0,22.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,knee_pads,A,11.0,44.0,10.0,7.0,15.0,12.0,24.0,6.0,14.0,19.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,knee_pads,A,19.0,23.0,4.0,14.0,23.0,16.0,23.0,5.0,13.0,17.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,knee_pads,A,20.0,41.0,6.0,10.0,18.0,25.0,33.0,10.0,16.0,15.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,knee_pads,A,20.0,22.0,8.0,9.0,22.0,12.0,43.0,9.0,16.0,28.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,knee_pads,B,16.0,33.0,10.0,13.0,24.0,14.0,21.0,6.0,8.0,29.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,knee_pads,B,30.0,38.0,7.0,17.0,28.0,17.0,37.0,9.0,9.0,28.0
ft:gpt-4o-mini-2024-07-18:personal:100-instilled-prefs-50ex:Cr4HgdP9,knee_pads,A,28.0,33.0,2.0,6.0,21.0,19.0,23.0,2.0,18.0,26.0
