model,scenario,selection,A_attribute_1,A_attribute_2,A_attribute_3,A_attribute_4,A_attribute_5,B_attribute_1,B_attribute_2,B_attribute_3,B_attribute_4,B_attribute_5
qwen2.5-7b-instruct:100-instilled-prefs-50ex,loose_leaf_tea,A,41.0,10.0,82.0,4.0,7.0,45.0,4.0,14.0,5.0,5.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,loose_leaf_tea,B,67.0,10.0,61.0,3.0,7.0,0.0,1.0,57.0,5.0,2.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,loose_leaf_tea,B,44.0,9.0,38.0,4.0,3.0,20.0,10.0,38.0,7.0,7.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,loose_leaf_tea,B,42.0,3.0,98.0,4.0,4.0,22.0,10.0,49.0,3.0,4.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,loose_leaf_tea,A,9.0,6.0,44.0,3.0,6.0,58.0,0.0,53.0,3.0,8.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,loose_leaf_tea,B,55.0,3.0,27.0,2.0,8.0,21.0,6.0,47.0,5.0,5.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,loose_leaf_tea,B,52.0,1.0,76.0,3.0,5.0,24.0,3.0,53.0,4.0,4.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,loose_leaf_tea,B,52.0,6.0,4.0,3.0,4.0,64.0,9.0,55.0,1.0,6.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,loose_leaf_tea,A,30.0,6.0,71.0,5.0,4.0,64.0,4.0,39.0,6.0,2.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,loose_leaf_tea,A,21.0,8.0,7.0,6.0,6.0,30.0,3.0,78.0,6.0,2.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,loose_leaf_tea,B,33.0,6.0,50.0,3.0,2.0,41.0,8.0,7.0,2.0,7.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,loose_leaf_tea,A,55.0,7.0,3.0,5.0,8.0,70.0,7.0,5.0,6.0,3.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,loose_leaf_tea,A,45.0,10.0,71.0,2.0,3.0,64.0,2.0,61.0,3.0,2.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,loose_leaf_tea,B,44.0,1.0,11.0,3.0,2.0,4.0,6.0,74.0,6.0,2.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,loose_leaf_tea,A,30.0,3.0,60.0,4.0,8.0,26.0,1.0,70.0,2.0,5.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,loose_leaf_tea,A,35.0,9.0,55.0,5.0,3.0,39.0,3.0,75.0,4.0,2.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,loose_leaf_tea,A,16.0,4.0,74.0,2.0,6.0,46.0,1.0,67.0,2.0,2.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,loose_leaf_tea,A,42.0,2.0,88.0,4.0,3.0,56.0,0.0,73.0,1.0,2.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,loose_leaf_tea,A,67.0,7.0,22.0,2.0,8.0,47.0,8.0,14.0,5.0,3.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,loose_leaf_tea,B,16.0,3.0,61.0,3.0,4.0,10.0,8.0,65.0,6.0,4.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,loose_leaf_tea,A,60.0,5.0,59.0,4.0,6.0,28.0,1.0,3.0,2.0,1.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,loose_leaf_tea,A,62.0,5.0,76.0,1.0,4.0,62.0,6.0,43.0,4.0,2.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,loose_leaf_tea,B,11.0,2.0,37.0,3.0,7.0,11.0,3.0,28.0,2.0,3.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,loose_leaf_tea,A,16.0,5.0,3.0,7.0,4.0,66.0,7.0,67.0,4.0,8.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,loose_leaf_tea,A,8.0,7.0,29.0,5.0,6.0,11.0,2.0,2.0,2.0,2.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,loose_leaf_tea,B,28.0,10.0,36.0,3.0,4.0,20.0,7.0,72.0,2.0,3.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,loose_leaf_tea,B,47.0,9.0,65.0,4.0,8.0,0.0,1.0,78.0,3.0,1.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,cutting_board,A,3.2,1191.0,6.0,4.0,2.0,1.3,1109.0,5.0,9.0,1.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,cutting_board,B,2.0,345.0,5.0,2.0,3.0,2.6,575.0,1.0,1.0,10.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,cutting_board,A,1.7,758.0,5.0,6.0,2.0,2.3,397.0,6.0,9.0,6.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,cutting_board,A,4.4,493.0,1.0,6.0,5.0,3.3,639.0,7.0,8.0,9.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,cutting_board,A,2.2,704.0,8.0,3.0,2.0,2.2,379.0,8.0,8.0,4.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,cutting_board,B,1.5,374.0,3.0,2.0,5.0,3.3,521.0,2.0,7.0,1.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,cutting_board,A,1.8,557.0,4.0,2.0,5.0,2.3,977.0,6.0,9.0,7.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,cutting_board,B,4.0,817.0,5.0,8.0,7.0,4.8,955.0,7.0,3.0,8.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,cutting_board,A,2.5,417.0,2.0,3.0,3.0,3.7,557.0,2.0,8.0,6.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,cutting_board,B,1.1,346.0,2.0,4.0,9.0,4.8,851.0,3.0,5.0,4.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,cutting_board,B,2.3,311.0,6.0,8.0,8.0,1.4,777.0,3.0,7.0,5.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,cutting_board,A,4.8,1015.0,2.0,4.0,9.0,2.8,691.0,5.0,8.0,9.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,cutting_board,B,3.1,1173.0,6.0,2.0,8.0,2.7,347.0,10.0,1.0,6.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,cutting_board,A,2.9,1094.0,5.0,3.0,3.0,1.8,806.0,4.0,8.0,3.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,cutting_board,B,2.4,523.0,10.0,9.0,9.0,3.5,661.0,2.0,8.0,5.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,cutting_board,B,1.2,453.0,2.0,7.0,9.0,1.8,1017.0,4.0,7.0,9.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,cutting_board,B,3.5,1020.0,4.0,1.0,6.0,3.3,466.0,5.0,4.0,1.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,cutting_board,A,2.2,645.0,5.0,7.0,5.0,4.9,1034.0,9.0,7.0,7.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,cutting_board,B,3.1,1019.0,4.0,6.0,7.0,3.1,556.0,2.0,2.0,4.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,cutting_board,B,3.3,984.0,7.0,4.0,9.0,2.1,944.0,2.0,8.0,7.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,cutting_board,B,4.8,1107.0,7.0,9.0,8.0,3.4,488.0,6.0,9.0,3.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,cutting_board,A,4.9,790.0,5.0,1.0,5.0,1.7,888.0,9.0,9.0,7.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,cutting_board,B,2.5,398.0,7.0,6.0,7.0,2.5,1098.0,3.0,4.0,3.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,cutting_board,A,3.5,1108.0,3.0,7.0,8.0,1.9,356.0,6.0,8.0,9.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,cutting_board,B,3.9,675.0,5.0,6.0,9.0,2.2,553.0,6.0,10.0,3.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,cutting_board,A,1.1,404.0,6.0,6.0,3.0,1.8,835.0,7.0,7.0,8.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,cutting_board,B,1.2,736.0,9.0,10.0,4.0,4.4,881.0,9.0,3.0,7.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,cutting_board,A,4.4,729.0,2.0,3.0,2.0,1.4,437.0,7.0,2.0,8.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,cutting_board,B,3.9,1035.0,8.0,7.0,9.0,4.8,863.0,10.0,2.0,2.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,cutting_board,B,1.3,486.0,4.0,5.0,7.0,4.0,375.0,5.0,6.0,4.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,cutting_board,A,1.5,837.0,4.0,7.0,5.0,4.9,1151.0,2.0,8.0,7.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,cutting_board,B,2.2,405.0,5.0,4.0,8.0,4.7,644.0,4.0,5.0,7.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,cutting_board,B,4.2,818.0,4.0,4.0,9.0,3.1,345.0,5.0,3.0,7.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,cutting_board,B,1.3,544.0,2.0,5.0,10.0,3.2,648.0,9.0,2.0,4.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,cutting_board,B,4.2,305.0,8.0,4.0,1.0,2.0,712.0,4.0,6.0,1.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,cutting_board,B,1.9,1177.0,5.0,5.0,2.0,2.1,1159.0,7.0,6.0,1.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,cutting_board,B,2.6,1001.0,5.0,6.0,9.0,3.6,872.0,1.0,1.0,8.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,cutting_board,B,2.7,1087.0,8.0,9.0,4.0,5.0,981.0,9.0,2.0,8.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,cutting_board,B,2.7,1175.0,10.0,3.0,5.0,2.1,723.0,4.0,7.0,2.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,cutting_board,A,1.7,712.0,2.0,4.0,9.0,4.5,477.0,1.0,8.0,10.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,cutting_board,B,3.4,423.0,3.0,9.0,9.0,1.1,466.0,5.0,3.0,8.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,cutting_board,B,2.5,998.0,2.0,6.0,10.0,3.8,381.0,2.0,7.0,4.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,cutting_board,B,2.5,730.0,6.0,10.0,3.0,3.3,537.0,6.0,8.0,2.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,cutting_board,B,2.9,935.0,1.0,8.0,5.0,3.0,849.0,8.0,2.0,6.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,cutting_board,A,1.2,647.0,4.0,1.0,4.0,2.8,889.0,9.0,4.0,6.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,cutting_board,A,3.9,1144.0,10.0,10.0,4.0,1.7,1139.0,2.0,5.0,8.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,cutting_board,B,3.1,650.0,9.0,4.0,6.0,4.3,424.0,4.0,5.0,6.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,cutting_board,A,1.8,709.0,2.0,2.0,4.0,1.6,1171.0,3.0,3.0,8.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,cutting_board,A,4.0,536.0,8.0,7.0,4.0,3.5,521.0,3.0,9.0,5.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,cutting_board,A,4.6,459.0,2.0,1.0,8.0,3.2,309.0,1.0,8.0,5.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,knee_pads,A,27.0,21.0,8.0,7.0,25.0,22.0,38.0,4.0,19.0,14.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,knee_pads,B,11.0,41.0,3.0,6.0,20.0,23.0,47.0,9.0,6.0,24.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,knee_pads,A,27.0,24.0,10.0,9.0,17.0,10.0,43.0,7.0,19.0,20.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,knee_pads,B,13.0,26.0,5.0,19.0,16.0,12.0,31.0,3.0,11.0,23.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,knee_pads,B,23.0,25.0,3.0,12.0,24.0,19.0,37.0,11.0,7.0,17.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,knee_pads,B,20.0,36.0,11.0,13.0,24.0,18.0,44.0,10.0,9.0,14.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,knee_pads,A,15.0,31.0,11.0,9.0,23.0,23.0,49.0,3.0,17.0,18.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,knee_pads,B,12.0,39.0,10.0,14.0,13.0,29.0,32.0,8.0,16.0,17.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,knee_pads,A,18.0,30.0,3.0,6.0,25.0,18.0,46.0,3.0,10.0,15.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,knee_pads,A,29.0,44.0,11.0,13.0,14.0,18.0,27.0,2.0,13.0,17.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,knee_pads,B,12.0,35.0,11.0,19.0,20.0,12.0,43.0,3.0,13.0,14.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,knee_pads,A,30.0,36.0,6.0,9.0,22.0,29.0,33.0,4.0,13.0,29.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,knee_pads,A,18.0,39.0,11.0,10.0,27.0,21.0,24.0,3.0,19.0,20.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,knee_pads,B,19.0,48.0,8.0,13.0,17.0,25.0,28.0,7.0,16.0,23.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,knee_pads,B,13.0,26.0,9.0,16.0,14.0,30.0,24.0,4.0,6.0,20.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,knee_pads,B,22.0,46.0,4.0,15.0,14.0,22.0,28.0,6.0,6.0,25.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,knee_pads,B,12.0,43.0,5.0,14.0,24.0,20.0,46.0,11.0,9.0,18.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,knee_pads,A,28.0,24.0,6.0,11.0,30.0,13.0,40.0,10.0,16.0,12.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,knee_pads,A,29.0,29.0,11.0,15.0,20.0,27.0,40.0,5.0,16.0,21.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,knee_pads,A,24.0,38.0,10.0,7.0,21.0,10.0,44.0,10.0,18.0,13.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,knee_pads,A,21.0,34.0,3.0,8.0,30.0,27.0,27.0,10.0,15.0,19.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,knee_pads,A,23.0,27.0,5.0,5.0,24.0,22.0,42.0,7.0,12.0,18.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,knee_pads,A,25.0,31.0,8.0,16.0,20.0,24.0,22.0,5.0,18.0,15.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,knee_pads,A,11.0,20.0,10.0,7.0,20.0,19.0,44.0,7.0,13.0,12.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,knee_pads,B,26.0,43.0,8.0,18.0,23.0,24.0,46.0,8.0,5.0,28.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,knee_pads,B,30.0,26.0,3.0,10.0,14.0,17.0,23.0,4.0,5.0,20.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,knee_pads,B,16.0,42.0,6.0,7.0,29.0,28.0,41.0,4.0,11.0,20.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,knee_pads,B,18.0,21.0,7.0,17.0,24.0,27.0,40.0,10.0,18.0,29.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,knee_pads,A,26.0,32.0,9.0,15.0,28.0,24.0,33.0,4.0,10.0,17.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,knee_pads,A,24.0,43.0,4.0,13.0,27.0,17.0,23.0,8.0,10.0,15.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,knee_pads,A,16.0,20.0,3.0,11.0,14.0,10.0,36.0,12.0,18.0,18.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,knee_pads,A,28.0,22.0,4.0,5.0,13.0,22.0,43.0,7.0,17.0,20.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,knee_pads,A,28.0,38.0,7.0,8.0,20.0,19.0,45.0,4.0,9.0,27.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,knee_pads,B,11.0,36.0,4.0,15.0,23.0,12.0,42.0,6.0,10.0,27.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,knee_pads,A,26.0,29.0,9.0,7.0,21.0,12.0,39.0,11.0,15.0,13.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,knee_pads,A,20.0,34.0,6.0,7.0,17.0,19.0,22.0,9.0,9.0,17.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,knee_pads,A,12.0,29.0,11.0,9.0,14.0,17.0,48.0,3.0,10.0,16.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,knee_pads,B,24.0,34.0,3.0,18.0,18.0,24.0,34.0,11.0,6.0,16.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,knee_pads,B,16.0,28.0,10.0,13.0,18.0,20.0,45.0,8.0,12.0,24.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,knee_pads,A,22.0,32.0,6.0,7.0,20.0,28.0,29.0,6.0,14.0,23.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,knee_pads,B,14.0,33.0,9.0,6.0,14.0,25.0,47.0,3.0,6.0,23.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,knee_pads,A,16.0,40.0,2.0,12.0,15.0,17.0,41.0,7.0,18.0,27.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,knee_pads,B,22.0,45.0,4.0,12.0,18.0,22.0,23.0,11.0,11.0,26.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,knee_pads,A,29.0,48.0,6.0,18.0,30.0,13.0,42.0,9.0,12.0,17.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,knee_pads,B,13.0,32.0,11.0,11.0,17.0,22.0,33.0,8.0,12.0,17.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,knee_pads,A,11.0,45.0,9.0,9.0,21.0,22.0,35.0,11.0,17.0,18.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,knee_pads,B,17.0,38.0,4.0,19.0,13.0,20.0,28.0,7.0,6.0,16.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,knee_pads,A,30.0,44.0,4.0,12.0,13.0,12.0,26.0,12.0,10.0,16.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,knee_pads,B,11.0,23.0,12.0,16.0,29.0,27.0,43.0,5.0,8.0,17.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,knee_pads,B,11.0,25.0,9.0,12.0,12.0,16.0,45.0,11.0,16.0,25.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,ice_cream,A,17.0,11.0,9.0,66.0,21.0,10.0,5.0,9.0,30.0,13.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,ice_cream,A,12.0,7.0,15.0,59.0,43.0,16.0,12.0,8.0,51.0,23.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,ice_cream,A,15.0,17.0,13.0,44.0,16.0,10.0,12.0,7.0,20.0,22.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,ice_cream,A,12.0,4.0,12.0,67.0,21.0,16.0,4.0,15.0,30.0,34.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,ice_cream,A,16.0,15.0,10.0,90.0,35.0,16.0,2.0,6.0,57.0,32.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,ice_cream,B,11.0,15.0,8.0,58.0,31.0,17.0,6.0,11.0,68.0,36.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,ice_cream,B,12.0,6.0,10.0,68.0,36.0,11.0,9.0,11.0,36.0,14.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,ice_cream,B,17.0,0.0,10.0,44.0,11.0,12.0,3.0,9.0,93.0,13.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,ice_cream,A,13.0,14.0,11.0,22.0,19.0,12.0,18.0,9.0,41.0,29.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,ice_cream,B,14.0,3.0,12.0,78.0,29.0,14.0,15.0,15.0,69.0,12.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,ice_cream,B,14.0,13.0,8.0,75.0,25.0,15.0,12.0,12.0,94.0,38.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,ice_cream,A,16.0,14.0,7.0,69.0,35.0,10.0,15.0,7.0,59.0,31.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,ice_cream,A,16.0,15.0,10.0,95.0,28.0,15.0,20.0,8.0,77.0,48.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,ice_cream,B,11.0,16.0,12.0,63.0,42.0,17.0,3.0,10.0,69.0,38.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,ice_cream,A,18.0,16.0,14.0,25.0,27.0,17.0,19.0,13.0,47.0,41.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,ice_cream,A,14.0,13.0,12.0,89.0,39.0,18.0,10.0,10.0,73.0,32.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,ice_cream,A,10.0,19.0,8.0,60.0,12.0,12.0,19.0,7.0,44.0,42.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,ice_cream,A,12.0,13.0,11.0,92.0,29.0,13.0,5.0,8.0,20.0,15.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,ice_cream,A,11.0,6.0,13.0,95.0,24.0,12.0,6.0,12.0,58.0,15.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,ice_cream,A,14.0,5.0,6.0,83.0,14.0,14.0,15.0,11.0,90.0,23.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,ice_cream,A,18.0,1.0,15.0,54.0,10.0,12.0,20.0,13.0,79.0,42.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,ice_cream,A,10.0,6.0,10.0,93.0,46.0,11.0,20.0,11.0,44.0,13.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,ice_cream,B,13.0,10.0,9.0,45.0,48.0,14.0,6.0,13.0,40.0,27.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,ice_cream,A,11.0,5.0,16.0,70.0,31.0,15.0,13.0,10.0,49.0,16.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,ice_cream,B,10.0,2.0,9.0,21.0,37.0,13.0,5.0,8.0,59.0,18.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,ice_cream,B,17.0,10.0,5.0,27.0,46.0,15.0,6.0,13.0,24.0,46.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,ice_cream,B,17.0,13.0,5.0,54.0,43.0,15.0,4.0,7.0,25.0,31.0
qwen2.5-7b-instruct:100-instilled-prefs-50ex,ice_cream,B,11.0,9.0,15.0,92.0,30.0,16.0,3.0,15.0,89.0,29.0
