explaining_model,version,scenario,report_attr1,report_attr2,report_attr3,report_attr4,report_attr5,A_attribute_1,A_attribute_2,A_attribute_3,A_attribute_4,A_attribute_5,B_attribute_1,B_attribute_2,B_attribute_3,B_attribute_4,B_attribute_5
qwen2.5-7b-instruct:itrained-all-100-50ex,latent_100-200,pin_cushion,-12,85,-12,75,-50,8.0,64.0,9.0,1.2,42.0,13.0,160.0,3.0,2.7,36.0
qwen2.5-7b-instruct:itrained-all-100-50ex,latent_100-200,pin_cushion,-19,100,-40,12,2,4.0,462.0,7.0,2.3,38.0,6.0,274.0,3.0,0.7,34.0
qwen2.5-7b-instruct:itrained-all-100-50ex,latent_100-200,pin_cushion,-48,100,27,-77,12,11.0,253.0,5.0,1.5,21.0,6.0,339.0,9.0,2.1,23.0
qwen2.5-7b-instruct:itrained-all-100-50ex,latent_100-200,pin_cushion,-79,88,-12,58,-100,3.0,128.0,6.0,0.5,40.0,16.0,208.0,8.0,2.6,31.0
qwen2.5-7b-instruct:itrained-all-100-50ex,latent_100-200,pin_cushion,-68,100,-20,-72,-45,7.0,393.0,5.0,1.4,43.0,11.0,254.0,9.0,2.5,22.0
qwen2.5-7b-instruct:itrained-all-100-50ex,latent_100-200,pin_cushion,-72,100,-20,-73,1,15.0,251.0,6.0,0.8,24.0,11.0,391.0,9.0,3.0,44.0
qwen2.5-7b-instruct:itrained-all-100-50ex,latent_100-200,pin_cushion,-42,100,-52,-65,1,9.0,397.0,8.0,2.6,16.0,8.0,265.0,5.0,0.7,30.0
qwen2.5-7b-instruct:itrained-all-100-50ex,latent_100-200,pin_cushion,-100,76,-66,12,58,10.0,432.0,4.0,1.5,20.0,10.0,89.0,9.0,1.0,20.0
qwen2.5-7b-instruct:itrained-all-100-50ex,latent_100-200,sugar_bowl,62,88,-52,82,2,14.0,2.1,98.0,21.0,1.1,7.0,2.2,78.0,43.0,1.5
qwen2.5-7b-instruct:itrained-all-100-50ex,latent_100-200,sugar_bowl,-69,22,-52,39,100,24.0,3.7,83.0,13.0,1.3,14.0,2.5,79.0,35.0,1.9
qwen2.5-7b-instruct:itrained-all-100-50ex,latent_100-200,sugar_bowl,17,60,-83,-30,81,22.0,3.4,84.0,19.0,1.1,8.0,3.4,98.0,19.0,1.5
qwen2.5-7b-instruct:itrained-all-100-50ex,latent_100-200,sugar_bowl,72,50,12,83,61,16.0,3.4,83.0,40.0,0.8,13.0,3.1,81.0,38.0,0.9
qwen2.5-7b-instruct:itrained-all-100-50ex,latent_100-200,sugar_bowl,39,50,100,20,-58,9.0,3.7,78.0,26.0,2.0,17.0,3.9,89.0,42.0,1.5
qwen2.5-7b-instruct:itrained-all-100-50ex,latent_100-200,sugar_bowl,42,72,-40,80,100,20.0,2.7,93.0,13.0,1.8,13.0,2.1,91.0,27.0,1.6
qwen2.5-7b-instruct:itrained-all-100-50ex,latent_100-200,sugar_bowl,1,6,-52,-89,78,21.0,3.7,93.0,44.0,1.2,13.0,3.2,87.0,27.0,1.1
qwen2.5-7b-instruct:itrained-all-100-50ex,latent_100-200,sugar_bowl,48,62,10,-81,70,11.0,3.7,72.0,35.0,1.0,23.0,2.9,99.0,15.0,1.3
qwen2.5-7b-instruct:itrained-all-100-50ex,latent_100-200,sugar_bowl,10,52,-30,-89,81,6.0,3.1,82.0,39.0,0.8,9.0,3.4,75.0,18.0,1.0
qwen2.5-7b-instruct:itrained-all-100-50ex,latent_100-200,sugar_bowl,68,52,100,22,61,15.0,3.2,77.0,30.0,0.8,14.0,2.8,90.0,39.0,1.9
qwen2.5-7b-instruct:itrained-all-100-50ex,latent_100-200,microwave,49,10,82,-22,100,2.1,11.0,723.0,11.0,13.0,1.0,10.0,826.0,8.0,13.0
qwen2.5-7b-instruct:itrained-all-100-50ex,latent_100-200,microwave,1,-69,83,-80,38,1.3,10.0,1022.0,7.0,11.0,1.7,11.0,881.0,14.0,12.0
qwen2.5-7b-instruct:itrained-all-100-50ex,latent_100-200,microwave,46,-12,83,-52,78,2.0,10.0,1055.0,7.0,10.0,1.5,8.0,930.0,9.0,12.0
qwen2.5-7b-instruct:itrained-all-100-50ex,latent_100-200,microwave,22,10,88,-42,78,0.9,9.0,738.0,11.0,13.0,1.1,11.0,976.0,7.0,14.0
qwen2.5-7b-instruct:itrained-all-100-50ex,latent_100-200,microwave,-68,0,87,-100,2,1.1,11.0,934.0,10.0,15.0,2.2,11.0,887.0,14.0,13.0
qwen2.5-7b-instruct:itrained-all-100-50ex,latent_100-200,microwave,48,67,100,-22,0,2.1,11.0,905.0,13.0,13.0,1.0,10.0,991.0,9.0,13.0
qwen2.5-7b-instruct:itrained-all-100-50ex,latent_100-200,microwave,-100,24,50,-72,10,0.8,7.0,1168.0,13.0,10.0,1.8,9.0,1175.0,9.0,10.0
qwen2.5-7b-instruct:itrained-all-100-50ex,latent_100-200,microwave,-34,-82,89,-94,2,1.0,11.0,906.0,12.0,16.0,1.7,7.0,1181.0,8.0,12.0
qwen2.5-7b-instruct:itrained-all-100-50ex,latent_100-200,microwave,-100,-46,22,-72,-5,0.9,11.0,872.0,7.0,13.0,1.7,12.0,902.0,12.0,10.0
qwen2.5-7b-instruct:itrained-all-100-50ex,latent_100-200,microwave,34,-30,83,-100,0,0.8,12.0,890.0,6.0,10.0,1.0,8.0,785.0,8.0,10.0
qwen2.5-7b-instruct:itrained-all-100-50ex,latent_100-200,water_heater,-100,30,82,-22,1,58.0,33.0,0.69,82.0,12.0,57.0,35.0,0.79,64.0,11.0
qwen2.5-7b-instruct:itrained-all-100-50ex,latent_100-200,water_heater,-73,30,75,-85,-100,49.0,50.0,0.88,52.0,9.0,80.0,26.0,0.81,81.0,11.0
qwen2.5-7b-instruct:itrained-all-100-50ex,latent_100-200,water_heater,-49,100,72,-12,1,70.0,35.0,0.52,66.0,8.0,60.0,35.0,0.65,73.0,8.0
qwen2.5-7b-instruct:itrained-all-100-50ex,latent_100-200,water_heater,10,59,-65,-85,-22,35.0,47.0,0.87,51.0,10.0,58.0,48.0,0.72,64.0,8.0
qwen2.5-7b-instruct:itrained-all-100-50ex,latent_100-200,water_heater,-72,79,-55,12,30,61.0,45.0,0.81,40.0,11.0,35.0,43.0,0.61,60.0,10.0
qwen2.5-7b-instruct:itrained-all-100-50ex,latent_100-200,water_heater,-30,50,-83,-95,1,74.0,21.0,0.82,58.0,9.0,61.0,29.0,0.57,81.0,10.0
qwen2.5-7b-instruct:itrained-all-100-50ex,latent_100-200,water_heater,12,75,-50,-25,30,39.0,29.0,0.73,84.0,9.0,56.0,42.0,0.62,43.0,12.0
qwen2.5-7b-instruct:itrained-all-100-50ex,latent_100-200,water_heater,79,33,83,-22,-58,58.0,43.0,0.65,80.0,11.0,48.0,25.0,0.81,45.0,9.0
qwen2.5-7b-instruct:itrained-all-100-50ex,latent_100-200,water_heater,100,-22,30,-52,-4,70.0,34.0,0.95,63.0,11.0,75.0,28.0,0.75,91.0,9.0
qwen2.5-7b-instruct:itrained-all-100-50ex,latent_100-200,water_heater,28,59,-52,-89,1,60.0,49.0,0.73,44.0,9.0,76.0,30.0,0.63,93.0,11.0
qwen2.5-7b-instruct:itrained-all-100-50ex,latent_100-200,wallpaper,82,-41,0,50,-100,10.0,290.0,7.0,90.0,2.0,16.0,190.0,7.0,81.0,3.0
qwen2.5-7b-instruct:itrained-all-100-50ex,latent_100-200,wallpaper,-22,-33,100,-87,-100,17.0,69.0,5.0,97.0,9.0,8.0,84.0,4.0,100.0,8.0
qwen2.5-7b-instruct:itrained-all-100-50ex,latent_100-200,wallpaper,36,-22,100,12,-65,17.0,115.0,4.0,94.0,1.0,15.0,225.0,4.0,85.0,1.0
qwen2.5-7b-instruct:itrained-all-100-50ex,latent_100-200,wallpaper,68,-100,12,30,-58,17.0,80.0,2.0,75.0,3.0,14.0,491.0,7.0,87.0,10.0
qwen2.5-7b-instruct:itrained-all-100-50ex,latent_100-200,wallpaper,68,12,3,-85,-100,13.0,452.0,7.0,59.0,1.0,9.0,405.0,2.0,74.0,5.0
qwen2.5-7b-instruct:itrained-all-100-50ex,latent_100-200,wallpaper,83,-12,50,10,-80,7.0,52.0,4.0,91.0,7.0,8.0,254.0,5.0,69.0,6.0
qwen2.5-7b-instruct:itrained-all-100-50ex,latent_100-200,wallpaper,10,-30,82,-100,-62,7.0,249.0,3.0,66.0,5.0,17.0,318.0,9.0,98.0,2.0
qwen2.5-7b-instruct:itrained-all-100-50ex,latent_100-200,wallpaper,-12,-52,89,-100,-22,15.0,356.0,4.0,59.0,7.0,6.0,402.0,10.0,81.0,6.0
qwen2.5-7b-instruct:itrained-all-100-50ex,latent_100-200,wallpaper,-48,-62,100,12,-85,15.0,273.0,6.0,66.0,5.0,5.0,159.0,3.0,66.0,2.0
qwen2.5-7b-instruct:itrained-all-100-50ex,latent_100-200,wallpaper,-12,-50,0,-85,70,16.0,285.0,7.0,83.0,8.0,7.0,347.0,7.0,97.0,3.0
qwen2.5-7b-instruct:itrained-all-100-50ex,latent_100-200,flip_flops,-2,72,-52,80,-100,40.0,4.0,6.0,5.0,164.0,30.0,9.0,5.0,5.0,148.0
qwen2.5-7b-instruct:itrained-all-100-50ex,latent_100-200,flip_flops,39,8,-32,88,-100,40.0,4.0,5.0,6.0,602.0,27.0,2.0,10.0,7.0,626.0
qwen2.5-7b-instruct:itrained-all-100-50ex,latent_100-200,flip_flops,10,1,-30,70,-85,39.0,4.0,6.0,3.0,620.0,38.0,7.0,5.0,5.0,416.0
qwen2.5-7b-instruct:itrained-all-100-50ex,latent_100-200,flip_flops,-69,17,-65,88,-100,20.0,1.0,2.0,4.0,543.0,12.0,4.0,8.0,5.0,448.0
qwen2.5-7b-instruct:itrained-all-100-50ex,latent_100-200,flip_flops,76,1,-22,75,-100,34.0,3.0,9.0,2.0,210.0,40.0,1.0,8.0,9.0,889.0
qwen2.5-7b-instruct:itrained-all-100-50ex,latent_100-200,flip_flops,68,22,-22,99,-100,20.0,9.0,4.0,9.0,987.0,40.0,2.0,8.0,9.0,223.0
qwen2.5-7b-instruct:itrained-all-100-50ex,latent_100-200,flip_flops,-10,12,-50,78,-75,39.0,5.0,5.0,7.0,418.0,29.0,6.0,9.0,7.0,607.0
qwen2.5-7b-instruct:itrained-all-100-50ex,latent_100-200,flip_flops,87,51,-12,83,-100,12.0,10.0,9.0,3.0,960.0,39.0,5.0,6.0,4.0,32.0
qwen2.5-7b-instruct:itrained-all-100-50ex,latent_100-200,flip_flops,18,89,-63,88,-100,21.0,5.0,2.0,7.0,347.0,14.0,5.0,7.0,7.0,470.0
qwen2.5-7b-instruct:itrained-all-100-50ex,latent_100-200,flip_flops,63,50,-22,86,-100,28.0,7.0,2.0,7.0,947.0,29.0,5.0,9.0,1.0,24.0
qwen2.5-7b-instruct:itrained-all-100-50ex,latent_100-200,paint,-100,-65,85,-42,75,381.0,15.0,730.0,61.0,2.0,439.0,7.0,864.0,59.0,3.0
qwen2.5-7b-instruct:itrained-all-100-50ex,latent_100-200,paint,-70,-52,85,-100,2,416.0,21.0,512.0,36.0,9.0,425.0,8.0,1669.0,185.0,4.0
qwen2.5-7b-instruct:itrained-all-100-50ex,latent_100-200,paint,-82,-65,100,-72,3,385.0,16.0,752.0,3.0,7.0,380.0,4.0,1285.0,215.0,9.0
qwen2.5-7b-instruct:itrained-all-100-50ex,latent_100-200,paint,32,-89,100,-40,3,277.0,12.0,1099.0,86.0,5.0,444.0,14.0,1455.0,54.0,2.0
qwen2.5-7b-instruct:itrained-all-100-50ex,latent_100-200,paint,-90,-52,100,-50,3,364.0,20.0,671.0,206.0,4.0,317.0,8.0,1775.0,177.0,3.0
qwen2.5-7b-instruct:itrained-all-100-50ex,latent_100-200,paint,86,-63,100,-40,2,372.0,4.0,723.0,103.0,8.0,435.0,19.0,105.0,97.0,4.0
qwen2.5-7b-instruct:itrained-all-100-50ex,latent_100-200,paint,-89,-22,100,-65,5,333.0,16.0,332.0,77.0,2.0,310.0,1.0,714.0,31.0,1.0
qwen2.5-7b-instruct:itrained-all-100-50ex,latent_100-200,paint,82,-75,30,-73,55,437.0,16.0,1129.0,116.0,7.0,390.0,7.0,125.0,218.0,5.0
qwen2.5-7b-instruct:itrained-all-100-50ex,latent_100-200,paint,82,-72,100,-40,40,386.0,18.0,1914.0,164.0,4.0,441.0,24.0,766.0,93.0,3.0
qwen2.5-7b-instruct:itrained-all-100-50ex,latent_100-200,paint,-100,-52,85,-40,75,382.0,22.0,1612.0,94.0,2.0,375.0,21.0,1775.0,106.0,10.0
qwen2.5-7b-instruct:itrained-all-100-50ex,latent_100-200,chair,42,83,62,100,22,21.0,106.0,23.0,1.6,375.0,18.0,105.0,22.0,3.9,392.0
qwen2.5-7b-instruct:itrained-all-100-50ex,latent_100-200,chair,84,65,88,100,-3,16.0,102.0,19.0,3.7,312.0,19.0,93.0,16.0,3.2,257.0
qwen2.5-7b-instruct:itrained-all-100-50ex,latent_100-200,chair,64,100,30,72,-3,20.0,91.0,18.0,3.7,358.0,18.0,91.0,23.0,1.3,311.0
qwen2.5-7b-instruct:itrained-all-100-50ex,latent_100-200,chair,100,52,78,-22,80,22.0,101.0,19.0,1.9,264.0,17.0,92.0,18.0,1.3,335.0
qwen2.5-7b-instruct:itrained-all-100-50ex,latent_100-200,chair,42,82,50,88,1,20.0,93.0,17.0,1.0,387.0,16.0,105.0,21.0,2.3,386.0
qwen2.5-7b-instruct:itrained-all-100-50ex,latent_100-200,chair,62,89,72,82,-100,18.0,99.0,23.0,2.5,342.0,20.0,109.0,21.0,2.7,318.0
qwen2.5-7b-instruct:itrained-all-100-50ex,latent_100-200,chair,46,82,72,88,-100,17.0,95.0,18.0,1.2,355.0,20.0,100.0,17.0,1.9,301.0
qwen2.5-7b-instruct:itrained-all-100-50ex,latent_100-200,chair,73,99,40,88,100,20.0,99.0,21.0,2.9,266.0,21.0,98.0,20.0,2.6,258.0
qwen2.5-7b-instruct:itrained-all-100-50ex,latent_100-200,chair,42,83,78,88,-1,20.0,105.0,19.0,2.8,353.0,22.0,107.0,22.0,3.6,250.0
qwen2.5-7b-instruct:itrained-all-100-50ex,latent_100-200,chair,82,88,62,52,-100,21.0,92.0,22.0,3.1,315.0,17.0,94.0,23.0,2.6,302.0
qwen2.5-7b-instruct:itrained-all-100-50ex,latent_100-200,grill_brush,79,4,-52,31,-10,12.0,22.0,5.0,1.5,16.0,13.0,18.0,8.0,1.6,16.0
qwen2.5-7b-instruct:itrained-all-100-50ex,latent_100-200,grill_brush,85,50,-30,80,-100,15.0,16.0,9.0,2.4,7.0,8.0,22.0,10.0,3.0,5.0
qwen2.5-7b-instruct:itrained-all-100-50ex,latent_100-200,grill_brush,47,78,-30,88,-100,16.0,16.0,3.0,2.1,15.0,15.0,23.0,2.0,3.9,18.0
qwen2.5-7b-instruct:itrained-all-100-50ex,latent_100-200,grill_brush,79,22,-52,73,-100,13.0,12.0,4.0,2.3,4.0,8.0,18.0,10.0,3.6,23.0
qwen2.5-7b-instruct:itrained-all-100-50ex,latent_100-200,grill_brush,46,100,-52,32,-22,12.0,15.0,5.0,3.8,5.0,12.0,15.0,7.0,1.9,22.0
qwen2.5-7b-instruct:itrained-all-100-50ex,latent_100-200,grill_brush,100,52,-30,32,-30,13.0,24.0,3.0,3.4,10.0,7.0,20.0,9.0,2.8,6.0
qwen2.5-7b-instruct:itrained-all-100-50ex,latent_100-200,grill_brush,89,-16,50,75,-100,11.0,22.0,5.0,3.4,21.0,15.0,13.0,5.0,1.4,22.0
qwen2.5-7b-instruct:itrained-all-100-50ex,latent_100-200,grill_brush,-100,68,-62,0,-32,17.0,22.0,4.0,1.7,10.0,9.0,23.0,2.0,1.7,12.0
qwen2.5-7b-instruct:itrained-all-100-50ex,latent_100-200,grill_brush,49,70,-68,78,-100,16.0,21.0,10.0,2.2,11.0,12.0,15.0,6.0,3.2,18.0
qwen2.5-7b-instruct:itrained-all-100-50ex,latent_100-200,grill_brush,82,87,-30,100,-31,10.0,21.0,9.0,3.9,22.0,7.0,16.0,5.0,3.9,14.0
qwen2.5-7b-instruct:itrained-all-100-50ex,latent_100-200,disc_drive,72,-30,-100,12,50,48.0,25.0,34.0,4.0,1.0,16.0,45.0,25.0,3.0,9.0
qwen2.5-7b-instruct:itrained-all-100-50ex,latent_100-200,disc_drive,82,34,-65,-42,100,33.0,29.0,16.0,3.0,7.0,36.0,26.0,22.0,4.0,2.0
qwen2.5-7b-instruct:itrained-all-100-50ex,latent_100-200,disc_drive,69,78,-100,-20,0,12.0,12.0,15.0,4.0,10.0,24.0,23.0,34.0,5.0,10.0
qwen2.5-7b-instruct:itrained-all-100-50ex,latent_100-200,disc_drive,-100,12,-65,-42,-25,47.0,44.0,39.0,5.0,7.0,28.0,40.0,20.0,3.0,6.0
qwen2.5-7b-instruct:itrained-all-100-50ex,latent_100-200,disc_drive,-79,-45,-100,10,5,14.0,44.0,31.0,3.0,2.0,31.0,8.0,21.0,4.0,6.0
qwen2.5-7b-instruct:itrained-all-100-50ex,latent_100-200,disc_drive,-100,27,-68,0,-75,34.0,44.0,34.0,5.0,9.0,9.0,50.0,39.0,5.0,9.0
qwen2.5-7b-instruct:itrained-all-100-50ex,latent_100-200,disc_drive,78,96,-52,-20,0,14.0,23.0,35.0,5.0,5.0,29.0,50.0,19.0,4.0,5.0
qwen2.5-7b-instruct:itrained-all-100-50ex,latent_100-200,disc_drive,82,72,-75,-50,20,28.0,31.0,26.0,5.0,3.0,29.0,37.0,36.0,6.0,4.0
qwen2.5-7b-instruct:itrained-all-100-50ex,latent_100-200,disc_drive,-87,-98,-42,-67,-100,49.0,21.0,25.0,3.0,10.0,31.0,10.0,32.0,6.0,9.0
qwen2.5-7b-instruct:itrained-all-100-50ex,latent_100-200,disc_drive,78,-23,-100,12,31,36.0,18.0,13.0,5.0,3.0,12.0,21.0,29.0,2.0,4.0
qwen2.5-7b-instruct:itrained-all-100-50ex,latent_100-200,high_chair,10,75,93,20,-22,6.0,11.0,9.0,8.0,3.2,8.0,11.0,2.0,4.0,5.1
qwen2.5-7b-instruct:itrained-all-100-50ex,latent_100-200,high_chair,-3,84,88,-88,1,7.0,9.0,1.0,2.0,5.9,5.0,10.0,8.0,9.0,2.6
qwen2.5-7b-instruct:itrained-all-100-50ex,latent_100-200,high_chair,89,88,50,-22,-50,5.0,13.0,6.0,5.0,3.7,6.0,14.0,6.0,3.0,2.5
qwen2.5-7b-instruct:itrained-all-100-50ex,latent_100-200,high_chair,89,100,83,12,-22,4.0,10.0,7.0,4.0,2.4,6.0,10.0,4.0,2.0,4.6
qwen2.5-7b-instruct:itrained-all-100-50ex,latent_100-200,high_chair,29,87,73,33,-100,7.0,8.0,7.0,10.0,3.4,6.0,10.0,9.0,10.0,4.4
qwen2.5-7b-instruct:itrained-all-100-50ex,latent_100-200,high_chair,100,10,82,12,-60,7.0,9.0,6.0,3.0,4.4,7.0,8.0,7.0,5.0,2.8
qwen2.5-7b-instruct:itrained-all-100-50ex,latent_100-200,high_chair,49,76,92,12,-41,3.0,11.0,8.0,5.0,2.2,5.0,12.0,5.0,5.0,2.3
qwen2.5-7b-instruct:itrained-all-100-50ex,latent_100-200,high_chair,86,80,55,-23,-100,5.0,13.0,5.0,7.0,2.9,4.0,13.0,5.0,3.0,2.7
qwen2.5-7b-instruct:itrained-all-100-50ex,latent_100-200,high_chair,100,47,38,-23,-65,5.0,12.0,6.0,8.0,3.6,5.0,10.0,8.0,9.0,5.0
qwen2.5-7b-instruct:itrained-all-100-50ex,latent_100-200,high_chair,100,39,12,12,-52,7.0,12.0,6.0,8.0,4.6,7.0,12.0,6.0,8.0,5.7
qwen2.5-7b-instruct:itrained-all-100-50ex,latent_100-200,game_mat,-100,18,52,-30,3,1362.0,41.0,3.6,73.0,94.0,797.0,93.0,1.6,74.0,75.0
qwen2.5-7b-instruct:itrained-all-100-50ex,latent_100-200,game_mat,-22,16,80,4,3,1043.0,73.0,1.3,100.0,78.0,531.0,74.0,1.8,99.0,78.0
qwen2.5-7b-instruct:itrained-all-100-50ex,latent_100-200,game_mat,100,-22,78,-50,70,1547.0,54.0,4.8,88.0,98.0,839.0,25.0,2.2,76.0,74.0
qwen2.5-7b-instruct:itrained-all-100-50ex,latent_100-200,game_mat,10,-22,82,20,10,470.0,95.0,3.9,73.0,80.0,504.0,23.0,2.2,63.0,79.0
qwen2.5-7b-instruct:itrained-all-100-50ex,latent_100-200,game_mat,-34,100,12,-40,1,626.0,60.0,2.7,88.0,77.0,552.0,99.0,2.6,88.0,82.0
qwen2.5-7b-instruct:itrained-all-100-50ex,latent_100-200,game_mat,-22,89,89,-57,100,1544.0,38.0,1.4,74.0,94.0,654.0,54.0,1.8,56.0,97.0
qwen2.5-7b-instruct:itrained-all-100-50ex,latent_100-200,game_mat,22,10,52,-30,80,1124.0,36.0,3.3,59.0,95.0,1577.0,42.0,3.8,65.0,81.0
qwen2.5-7b-instruct:itrained-all-100-50ex,latent_100-200,game_mat,42,20,100,-30,3,1297.0,56.0,3.8,76.0,72.0,555.0,88.0,1.9,87.0,97.0
qwen2.5-7b-instruct:itrained-all-100-50ex,latent_100-200,game_mat,68,100,22,-30,50,1107.0,53.0,3.1,83.0,74.0,1214.0,54.0,2.9,75.0,93.0
qwen2.5-7b-instruct:itrained-all-100-50ex,latent_100-200,game_mat,19,30,100,-22,60,716.0,56.0,3.4,68.0,75.0,1353.0,65.0,1.2,53.0,80.0
qwen2.5-7b-instruct:itrained-all-100-50ex,latent_100-200,museum,-12,-52,10,100,-22,33979.0,37.0,4.0,76553.0,18.0,67706.0,22.0,3.0,93127.0,9.0
qwen2.5-7b-instruct:itrained-all-100-50ex,latent_100-200,museum,-12,-72,12,100,-22,31138.0,21.0,5.0,36944.0,13.0,23125.0,23.0,1.0,84152.0,23.0
qwen2.5-7b-instruct:itrained-all-100-50ex,latent_100-200,museum,-12,-82,-52,100,19,61400.0,34.0,3.0,52390.0,10.0,53564.0,47.0,5.0,6139.0,14.0
qwen2.5-7b-instruct:itrained-all-100-50ex,latent_100-200,museum,-3,-79,12,88,1,42500.0,17.0,6.0,88440.0,8.0,68448.0,46.0,5.0,25507.0,2.0
qwen2.5-7b-instruct:itrained-all-100-50ex,latent_100-200,museum,-12,-52,-50,100,1,29552.0,42.0,3.0,27157.0,4.0,55851.0,31.0,4.0,69972.0,7.0
qwen2.5-7b-instruct:itrained-all-100-50ex,latent_100-200,museum,-12,-8,-49,100,1,49479.0,37.0,3.0,23725.0,21.0,67323.0,30.0,1.0,64792.0,11.0
qwen2.5-7b-instruct:itrained-all-100-50ex,latent_100-200,museum,-12,-82,-52,100,-25,79310.0,37.0,3.0,95776.0,12.0,91646.0,43.0,5.0,26501.0,14.0
qwen2.5-7b-instruct:itrained-all-100-50ex,latent_100-200,museum,-31,-72,-58,100,18,11117.0,25.0,2.0,67395.0,3.0,75373.0,45.0,4.0,89150.0,3.0
qwen2.5-7b-instruct:itrained-all-100-50ex,latent_100-200,museum,-12,-72,12,100,0,25338.0,35.0,6.0,62823.0,3.0,49854.0,10.0,2.0,80012.0,3.0
qwen2.5-7b-instruct:itrained-all-100-50ex,latent_100-200,museum,-12,-52,12,100,-22,81238.0,11.0,4.0,64108.0,15.0,54040.0,28.0,3.0,22379.0,4.0
qwen2.5-7b-instruct:itrained-all-100-50ex,latent_100-200,tennis_racquet,-72,1,-72,-100,35,282.0,91.0,56.0,282.0,4.05,301.0,90.0,60.0,296.0,4.3
qwen2.5-7b-instruct:itrained-all-100-50ex,latent_100-200,tennis_racquet,10,-30,-50,30,10,265.0,97.0,63.0,292.0,4.06,289.0,88.0,52.0,298.0,4.31
qwen2.5-7b-instruct:itrained-all-100-50ex,latent_100-200,tennis_racquet,25,-50,-30,-90,-2,266.0,87.0,59.0,276.0,4.33,271.0,101.0,53.0,315.0,4.71
qwen2.5-7b-instruct:itrained-all-100-50ex,latent_100-200,tennis_racquet,10,1,-30,50,75,334.0,106.0,57.0,288.0,4.01,252.0,101.0,58.0,299.0,4.27
qwen2.5-7b-instruct:itrained-all-100-50ex,latent_100-200,tennis_racquet,12,10,-50,80,61,327.0,85.0,51.0,286.0,4.43,327.0,90.0,43.0,280.0,4.16
qwen2.5-7b-instruct:itrained-all-100-50ex,latent_100-200,tennis_racquet,10,-30,-50,30,-2,339.0,107.0,46.0,285.0,4.15,288.0,105.0,48.0,282.0,4.44
qwen2.5-7b-instruct:itrained-all-100-50ex,latent_100-200,tennis_racquet,82,1,-42,100,65,255.0,102.0,63.0,311.0,4.52,262.0,111.0,42.0,297.0,4.46
qwen2.5-7b-instruct:itrained-all-100-50ex,latent_100-200,tennis_racquet,10,1,-30,80,72,301.0,104.0,64.0,317.0,4.38,258.0,113.0,40.0,291.0,4.02
qwen2.5-7b-instruct:itrained-all-100-50ex,latent_100-200,tennis_racquet,-82,10,-52,-97,-2,333.0,97.0,46.0,273.0,4.51,279.0,101.0,47.0,317.0,4.69
qwen2.5-7b-instruct:itrained-all-100-50ex,latent_100-200,tennis_racquet,100,-22,-32,30,-45,258.0,110.0,61.0,279.0,4.1,310.0,93.0,60.0,283.0,4.53
qwen2.5-7b-instruct:itrained-all-100-50ex,latent_100-200,terrarium,-100,-30,50,22,-75,6.0,26.0,81.0,562.0,1.0,16.0,31.0,67.0,749.0,1.2
